codice,descrizione,quantita,id,esploso,
5107018-Y01,Adesivo foro  25,4,9,Y010038,
5107019-Y01,Adesivo foro  30,1,10,Y010038,
3400105-Y01,Boccola colonna sterzo,1,11,Y010038,
5107021-Y01,Tappo tubo quadro 40 40 m3,2,12,Y010038,
6309100-Y01,Sistema barra pneumatica portellone,1,,Y010039,
6309110-Y01,Molla a gas,2,1,Y010039,
6309101-Y01,Staffa montaggio barra pneumatica portellone sinistra,1,2,Y010039,
6309102-Y01,Staffa montaggio barra pneumatica portellone destra,1,3,Y010039,
6309103-Y01,Perno sferico molla a gas,2,4,Y010039,
S18606003,Bullone esagonale con flangia,4,5,Y010039,
6101000-Y01,Assieme rivestimento guida gomma,1,,Y010040,
6101760-Y01,Assieme rivestimento guida anteriore porta sinistra,1,1,Y010040,
6101740-Y01,Assieme rivestimento guida anteriore porta destra,1,2,Y010040,
6101730-Y01,Rivestimento in gomma guida posteriore porta sinistra,1,3,Y010040,
6107133-Y01,Blocco di fissaggio finestrino triangolare posteriore sinistro,1,4,Y010040,
6101750-Y01,Rivestimento in gomma guida posteriore porta destra,1,5,Y010040,
6107134-Y01,Blocco di fissaggio finestrino triangolare posteriore destro,1,6,Y010040,
S14606005,Bullone esagonale con rondella elastica e rondella piana M6 16,14,7,Y010040,
6105000-Y01,Sistema di chiusura,1,,Y010041,
6105100-Y01,Serratura elettronica porta sinistra,1,1,Y010041,
6105101-Y01,Corpo serratura elettronica porta sinistra,1,2,Y010041,
6105103-Y01,Tirante serratura elettronica porta sinistra,1,3,Y010041,
6105105-Y01,Tirante cilindro serratura elettronica porta sinistra,1,4,Y010041,
6105111-Y01,Cavo serratura elettronica porta sinistra,1,5,Y010041,
6105107-Y01,Scrocco serratura elettronica porta,3,6,Y010041,
Q2400614,Vite svasata con rondella dentata esterna,6,7,Y010041,
Q2580816,Vite svasata con rondella dentata esterna,6,8,Y010041,
6105200-Y01,Sistema serratura elettronica porta destra,1,9,Y010041,
6105102-Y01,Corpo serratura elettronica porta destra,1,10,Y010041,
6105104-Y01,Tirante serratura elettronica porta destra,1,11,Y010041,
6105112-Y01,Cavo serratura elettronica porta destra,1,12,Y010041,
5606010-Y01,Sistema serratura elettrica portellone,1,13,Y010041,
5606011-Y01,Corpo serratura elettrica portellone,1,14,Y010041,
S14606002,Bullone esagonale con rondella elastica e rondella piana,3,15,Y010041,
5606030-Y01,Sistema di estrazione sportellino presa di ricarica,1,16,Y010041,
5606032-Y01,Maniglia blocco sportellino presa di ricarica,1,17,Y010041,
S23006002,Vite a testa cilindrica con rondella piana e rondella elastica,2,18,Y010041,
5606033-Y01,Cavo blocco sportellino presa di ricarica,1,19,Y010041,
5606034-Y01,Fascette fermacavo  7,2,20,Y010041,
157-00135(HTC),Fermacavo con perno,2,21,Y010041,
6107000-Y01,Sistema di tenuta,1,,Y010042,
6307111-Y01,Guarnizione portellone,1,1,Y010042,
6307113-Y01,Guarnizione superiore portellone,1,2,Y010042,
6307114Y0210,Guarnizione superiore portellone,1,,Y010042,
6107117-Y01,Guarnizione esterna vetro porta sinistra,1,3,Y010042,
6107118-Y01,Guarnizione esterna vetro porta destra,1,4,Y010042,
6107121-Y01,Guarnizione interna vetro porta sinistra,1,5,Y010042,
6107122-Y01,Guarnizione interna vetro porta destra,1,6,Y010042,
6107111-Y01,Guarnizione apertura porta anteriore sinistra,1,7,Y010042,
6107112-Y01,Guarnizione apertura porta anteriore destra,1,8,Y010042,
5206011-Y01,Guarnizione parabrezza anteriore,1,9,Y010042,
5701211-Y01,Guarnizione tetto apribile sinistra,1,10,Y010042,
5701212-Y01,Guarnizione tetto apribile destra,1,11,Y010042,
6107131-Y01,Guarnizione finestrino triangolare anteriore sinistra,1,12,Y010042,
6107132-Y01,Guarnizione finestrino triangolare anteriore destra,1,13,Y010042,
6107135-Y01,Guarnizione superiore scatola batteria,1,14,Y010042,
6107136-Y01,Guarnizione inferiore scatola batteria,1,15,Y010042,
6107137Y0210,Rondella di tenuta tetto,1,16,Y010042,
6107115-Y01,Canale fango anteriore porta sinistra,1,17,Y010042,
6107127-Y01,Canale fango posteriore porta sinistra,1,18,Y010042,
6107116-Y01,Canale fango anteriore porta destra,1,19,Y010042,
6107128-Y01,Canale fango posteriore porta destra,1,20,Y010042,
6104000-Y01,Sistema alzacristalli,1,,Y010043,
6104110-Y01,Alzacristallo elettrico porta sinistra (Hall),1,1,Y010043,
6104110-Y01-A,Alzacristallo elettrico porta sinistra (non-Hall),1,,Y010043,
6104120-Y01,Alzacristallo elettrico porta destra (Hall),1,2,Y010043,
6104120-Y01-A,Alzacristallo elettrico porta destra (non-Hall),1,,Y010043,
S32006003,Dado esagonale con flangia,14,3,Y010043,
6105500-Y01,Sistema maniglia esterna,1,,Y010044,
6105510Y0205D,Maniglia esterna porta sinistra,1,1,Y010044,
6105520Y0205D,Maniglia esterna porta destra,1,2,Y010044,
S18606003,Bullone esagonale con flangia,6,3,Y010044,
8202000-Y01,Sistema specchietto retrovisore esterno,1,,Y010045,
8202010-Y01D,Specchietto retrovisore esterno sinistro,1,1,Y010045,
8202011-Y01D,Specchietto retrovisore esterno sinistro (versione alternativa),1,2,Y010045,
8202012Y0210,Lente specchietto retrovisore sinistro,1,3,Y010045,
S23006002,Vite a testa cilindrica con rondella elastica e piana,6,4,Y010045,
8202020-Y01D,Specchietto retrovisore esterno destro,1,5,Y010045,
8202021-Y01D,Specchietto retrovisore esterno destro (versione alternativa),1,6,Y010045,
8202022Y0210,Lente specchietto retrovisore destro,1,7,Y010045,
2804200-Y01,Sistema cerniera paraurti posteriore,1,,Y010046,
2804201-Y01,Cerniera paraurti posteriore sinistra,1,1,Y010046,
2804202-Y01,Cerniera paraurti anteriore destra,1,2,Y010046,
Q1460816,Bullone esagonale con rondella elastica e piana,4,3,Y010046,
S27348002,Vite autofilettante testa larga semitonda,8,4,Y010046,
8208130-Y01,Sistema catarifrangente,1,,Y010047,
8208010-Y01,Catarifrangente posteriore sinistro,1,1,Y010047,
8208020-Y01,Catarifrangente posteriore destro,1,2,Y010047,
8208030-Y01,Catarifrangente laterale,2,3,Y010047,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,4,4,Y010047,
8200105Y0210,Tubo di troppo pieno anteriore,1,1,Y010048,
S67325001,Fascetta elastica in acciaio,1,2,Y010048,
5606034-Y01,Fascette fermacavo  7,2,3,Y010048,
8200150-Y01,Pedana di benvenuto,1,,Y010049,
8200151Y0210,Pedana sinistra,1,1,Y010049,
8200152Y0210,Pedana destra,1,2,Y010049,
8204001-Y01,Sistema aletta parasole,1,,Y010050,
8204010Y0205,Aletta parasole,2,1,Y010050,
8204020Y0205,Piastra copribase aletta parasole,2,2,Y010050,
S21406001,Vite a testa cilindrica M5 16,4,3,Y010050,
5810001-Y01,Sistema cintura di sicurezza,1,,Y010051,
5810010-Y01,Cintura di sicurezza sinistra,1,1,Y010051,
5810020-Y01,Cintura di sicurezza destra,1,2,Y010051,
5810011-Y01,Attacco cintura sinistra,1,3,Y010051,
5810021-Y01,Attacco cintura destra,1,4,Y010051,
8201001-Y01,Sistema specchietto retrovisore interno,1,,Y010052,
8201010-Y01,Specchietto retrovisore interno,1,1,Y010052,
5305010-Y01,Accessori cruscotto ausiliario,1,,Y010053,
5305013Y0220,Tampone in gomma 1,1,1,Y010053,
5305014Y0220,Tampone in gomma 2,1,2,Y010053,
5305015Y0220,Tampone in gomma 3,1,3,Y010053,
5305031-Y01,Cerniera maniglione,1,4,Y010053,
5305032-Y01,Femmina fissaggio maniglione,1,5,Y010053,
5305033-Y01,Maschio fissaggio maniglione,1,,Y010053,
Z056,Cuscinetto,2,6,Y010053,
S27348002,Vite autofilettante testa larga semitonda,6,7,Y010053,
8104010-Y01,Griglia ventilazione assy,1,,Y010054,
8104011-Y01,Griglia ventilazione,2,1,Y010054,
6105300-Y01,Sistema maniglia interna,1,,Y010055,
6105330Y0205,Maniglia interna sinistra,1,1,Y010055,
6105340Y0205,Maniglia interna destra,1,2,Y010055,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,8,3,Y010055,
6800100-Y01,Sistema sedili,,,Y010056,
6900100Y0210-Z001,Sedile anteriore sinistro,1,,Y010056,
6900200Y0210-Z001,Sedile anteriore destro,1,,Y010056,
6800010-Y01,Sedile anteriore sinistro,1,1,Y010056,
6900010-Y01,Sedile anteriore destro,1,2,Y010056,
6800101-Y01,Copertura staffa sedile,4,3,Y010056,
6900300Y0210,Copertura staffa sedile sinistra,2,,Y010056,
6900400Y0210,Copertura staffa sedile destra,2,,Y010056,
Q1860825,Bullone esagonale con flangia,8,4,Y010056,
Q402B08F62,Rondella bullone fissaggio sedile,8,,Y010056,
3900010-Y01,Sistema attrezzi di bordo,1,,Y010057,
3926010-Y01,Triangolo di emergenza,1,1,Y010057,
5528250-Y01,Tasca portaoggetti con cordino,1,,Y010058,
5528013-Y01,Cordino tasca portaoggetti,2,1,Y010058,
5528015-Y01,Rete portaoggetti lato passeggero,1,2,Y010058,
S29404001,Vite autofilettante testa larga semitonda,5,3,Y010058,
8200110-Y01,Supporto posteriore,1,,Y010059,
8200111-Y01,Supporto posteriore,1,1,Y010059,
8200113-Y01,Piastra base cerniera sinistra,1,2,Y010059,
8200114-Y01,Piastra interna cerniera sinistra,1,3,Y010059,
8200115-Y01,Piastra base cerniera destra,1,4,Y010059,
8200116-Y01,Piastra interna cerniera destra,1,5,Y010059,
S27342004,Vite autofilettante testa larga semitonda,4,6,Y010059,
8200117-Y01,Blocco di fine corsa supporto posteriore,2,7,Y010059,
6101900-Y01,Membrana impermeabile porta,1,,Y010060,
6101901Y0205,Membrana impermeabile superiore porta sinistra,1,1,Y010060,
6101902Y0205,Membrana impermeabile superiore porta destra,1,2,Y010060,
6101903Y0205,Membrana impermeabile inferiore porta sinistra/destra,1,3,Y010060,
6101903Y0205,Membrana impermeabile inferiore porta sinistra/destra,1,4,Y010060,
8200100-Y01,Sistema blocco sollevatore,1,,Y010061,
8200101-Y01,Blocco sollevatore,4,1,Y010061,
S40210001,Rondella grande,4,2,Y010061,
S18408004,Bullone esagonale con flangia,4,3,Y010061,
5306150-Y01,Assieme identificazione veicolo,1,,Y010062,
5306153-Y01,Etichetta specifiche ventola condensatore,1,1,Y010062,
5306154-Y01,Etichetta refrigerante A/C,1,2,Y010062,
5306155-Y01,Targhetta veicolo,1,3,Y010062,
5306156-Y01,Logo X,1,4,Y010062,
5306157-Y01,Logo YOYO,1,5,Y010062,
5306163-Y01,Etichetta pneumatici 14 ,1,6,Y010062,
5306164-Y01,Etichetta pneumatici 15 ,1,6,Y010062,
5306010Y0220,Logo XEV,1,7,Y010062,
4100000-Y01,Sistema luci,1,,Y010063,
4121030-Y01,Assieme faro anteriore sinistro (parte a parete spessa della luce diurna),1,1,Y010063,
S14606005,Bullone esagonale con rondella elastica e rondella piana M6 16,8,2,Y010063,
4121040-Y01,Assieme faro anteriore destro (parte a parete spessa della luce diurna),1,3,Y010063,
4108010-Y01,Assieme luce targa,2,4,Y010063,
4123010-Y01,Luce plafoniera,1,5,Y010063,
S21405002,Vite a testa cilindrica con impronta a croce M5 16,2,6,Y010063,
4133010-Y01,Assieme faro posteriore sinistro,1,7,Y010063,
4133010-Y01-B,Assieme faro posteriore sinistro,1,,Y010063,
4133010-Y01-A,Assieme faro posteriore sinistro,1,,Y010063,
S18606003,Bullone esagonale con flangia,6,8,Y010063,
S32006003,Dado esagonale con flangia,2,9,Y010063,
ZH860,Fermo fanale posteriore,4,10,Y010063,
4133020-Y01,Assieme faro posteriore destro,1,11,Y010063,
4133020-Y01-B,Assieme faro posteriore destro,1,,Y010063,
4133020-Y01-A,Assieme faro posteriore destro,1,,Y010063,
5702001-Y01,Sistema tetto,1,,Y010064,
5702010-Y01D,Assieme copertura tetto,1,1,Y010064,
5702020-Y01D,Assieme copertura tetto,1,,Y010064,
5702013-Y01,Guarnizione impermeabile in spugna tetto (W12 T8),1,2,Y010064,
5702015-Y01,Nastro adesivo in gomma butilica per impermeabilizzazione e sigillatura,1,3,Y010064,
5702017-Y01,Rondella di tenuta impermeabile copertura tetto,4,4,Y010064,
S27348004,Vite autofilettante testa larga semitonda,4,5,Y010064,
ZH1255,Fermo a D,10,6,Y010064,
802011,Sigillante parabrezza anteriore (morbido),1,7,Y010064,
5400009-Y01,Sistema esterno parete laterale,1,,Y010065,
5400010-Y01D,Pannello rifinitura superiore anteriore parete sinistra,1,1,Y010065,
ZH1255,Fermo a D,17,2,Y010065,
S18606003,Bullone esagonale con flangia,8,3,Y010065,
5400030-Y01D,Pannello rifinitura superiore posteriore parete sinistra,1,4,Y010065,
ZH1210,Supporto dado plastico,16,5,Y010065,
S27348002,Vite autofilettante testa larga semitonda,14,6,Y010065,
5400500-Y01D,Piccolo pannello rifinitura parete sinistra,1,7,Y010065,
5400331-Y01,Piccola rifinitura esterna lato sinistro,1,8,Y010065,
5400332-Y01,Piccola rifinitura interna lato sinistro,1,9,Y010065,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,1,10,Y010065,
ZH680,Fermo metallico a V,3,11,Y010065,
5400101-Y01D,Piastra parafango posteriore sinistra,1,12,Y010065,
ZH2204-16,Dado a lamella tipo A,4,13,Y010065,
5400771-Y01D,Soglia inferiore sinistra,1,14,Y010065,
ZH2204-6,Dado a lamella tipo B,1,15,Y010065,
6102051-Y01,Spugna antipolvere,1,16,Y010065,
2804508-Y01,Staffa montaggio paraurti posteriore sinistro,1,17,Y010065,
Q2214816,Vite autofilettante testa svasata con rondella piana,4,18,Y010065,
5400009-Y01,Sistema esterno parete laterale,1,,Y010066,
5400020-Y01D,Pannello rifinitura superiore anteriore parete destra,1,1,Y010066,
ZH1255,Fermo a D,17,2,Y010066,
S18606003,Bullone esagonale con flangia,8,3,Y010066,
5400040-Y01D,Pannello rifinitura superiore posteriore parete destra,1,4,Y010066,
ZH1210,Supporto dado plastico,16,5,Y010066,
S27348002,Vite autofilettante testa larga semitonda,14,6,Y010066,
5400600-Y01D,Piccolo pannello rifinitura parete destra,1,7,Y010066,
5400341-Y01,Piccola rifinitura esterna lato destro,1,8,Y010066,
5400342-Y01,Piccola rifinitura interna lato destro,1,9,Y010066,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,1,10,Y010066,
ZH680,Fermo metallico a V,3,11,Y010066,
5400201-Y01D,Piastra parafango posteriore destra,1,12,Y010066,
ZH2204-16,Dado a lamella tipo A,4,13,Y010066,
5400781-Y01D,Soglia inferiore destra,1,14,Y010066,
ZH2204-6,Dado a lamella tipo B,1,15,Y010066,
6102051-Y01,Spugna antipolvere,1,16,Y010066,
2804509-Y01,Staffa montaggio paraurti posteriore destro,1,17,Y010066,
Q2214816,Vite autofilettante testa svasata con rondella piana,4,18,Y010066,
8403100-Y01,Sistema parafango,1,,Y010067,
8403111-Y01D,Assieme saldatura parafango sinistro,1,1,Y010067,
8403102-Y01,Pannello inferiore rifinitura finestrino triangolare sinistro,1,2,Y010067,
8403121-Y01D,Assieme saldatura parafango sinistro,1,3,Y010067,
8403202-Y01,Pannello inferiore rifinitura finestrino triangolare destro,1,4,Y010067,
ZH1255,Fermo a D,2,5,Y010067,
S27348002,Vite autofilettante testa larga semitonda,2,6,Y010067,
ZH680,Fermo metallico a V,2,7,Y010067,
S18606003,Bullone esagonale con flangia,6,8,Y010067,
ZH2204-16,Dado a lamella tipo A,2,9,Y010067,
5306148Y0210,Nastro biadesivo (W10mm T0.8mm),,10,Y010067,
5302000-Y01,Sistema pannello rifinitura parabrezza inferiore,1,,Y010068,
5302020-Y01,Piastra copertura tergicristallo anteriore,1,1,Y010068,
S27348002,Vite autofilettante testa larga semitonda,6,2,Y010068,
5302003-Y01,Corpo canalina flusso anteriore,1,3,Y010068,
S18606003,Bullone esagonale con flangia,8,4,Y010068,
5302007-Y01D,Pannello rifinitura superiore faro anteriore sinistro,1,5,Y010068,
ZH830,Fermo a scatto (testa piccola),2,6,Y010068,
5302008-Y01D,Pannello rifinitura superiore faro anteriore destro,1,7,Y010068,
8402500-Y01,Sistema rifinitura cofano,1,,Y010069,
B8402510-Y01D,Assieme cofano anteriore,1,1,Y010069,
S18606003,Bullone esagonale con flangia,2,2,Y010069,
8402517Y01A,Supporto cofano sinistro,1,,Y010069,
8402518Y01A,Supporto cofano destro,1,,Y010069,
S27342004,Vite autofilettante testa larga semitonda,4,,Y010069,
5302010-Y01,Assieme piastra copertura presa di ricarica anteriore,1,,Y010070,
5302011-Y01D,Piastra copertura presa di ricarica anteriore,1,1,Y010070,
5302013-Y01,Piastra interna presa di ricarica anteriore,1,,Y010070,
5302015-Y01,Base presa di ricarica anteriore,1,,Y010070,
5302017-Y01,Perno rotante presa di ricarica anteriore,1,,Y010070,
Q5002525,Spina di sicurezza,1,,Y010070,
Z054,Molla,1,,Y010070,
5302030-Y01,Assieme base presa di ricarica anteriore,1,2,Y010070,
2803000-Y01,Sistema paraurti anteriore,1,,Y010071,
2803013-Y01,Staffa montaggio paraurti anteriore sinistro,1,1,Y010071,
S18606003,Bullone esagonale con flangia,11,2,Y010071,
ZH2204-16,Dado a lamella tipo A,6,3,Y010071,
2803014-Y01,Staffa montaggio paraurti anteriore destro,1,4,Y010071,
2803010-Y01D,Assieme corpo paraurti anteriore,1,5,Y010071,
2803001-Y01D,Corpo paraurti anteriore,1,6,Y010071,
2803009-Y01D,Pannello inferiore rifinitura paraurti anteriore,1,7,Y010071,
Z056,Cuscinetto,2,8,Y010071,
2803011-Y01D,Pannello inferiore faro anteriore sinistro,1,9,Y010071,
2803012-Y01D,Pannello inferiore faro anteriore destro,1,10,Y010071,
2803007-Y01D,Pannello rifinitura paraurti anteriore,1,11,Y010071,
2803017-Y01,Piastra montaggio targa anteriore,1,13,Y010071,
ZH2204-6,Dado a lamella tipo B,4,14,Y010071,
Z039,Vite,4,15,Y010071,
2803003-Y01D,Pannello centrale rifinitura paraurti anteriore,1,16,Y010071,
2803005-Y01D,Striscia rifinitura paraurti anteriore,1,17,Y010071,
2803019-Y01,Deflettore aria pannello rifinitura paraurti anteriore,1,18,Y010071,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,2,20,Y010071,
S27348002,Vite autofilettante testa larga semitonda,2,21,Y010071,
2804500-Y01,Sistema paraurti posteriore,1,,Y010072,
2804520-Y01D,Sportello mobile assieme paraurti posteriore,1,1,Y010072,
ZH2204-16,Dado a lamella tipo A,2,2,Y010072,
S18606003,Bullone esagonale con flangia,4,3,Y010072,
2804515-Y01,Bullone antifurto M8 45,2,4,Y010072,
2804510Y0210D,Assieme corpo paraurti posteriore,1,5,Y010072,
2804501Y0210D,Corpo paraurti posteriore,1,6,Y010072,
2804504-Y01D,Rifinitura superiore paraurti posteriore,1,7,Y010072,
2804505-Y01D,Rifinitura inferiore paraurti posteriore,1,8,Y010072,
Z024,Dado di espansione metallico,8,9,Y010072,
S27348002,Vite autofilettante testa larga semitonda,4,10,Y010072,
ZH2204-11,Dado a lamella tipo B con dado M8,2,11,Y010072,
5107003-Y01,Tampone porta laterale,4,12,Y010072,
ZH1210,Supporto dado plastico,4,13,Y010072,
2804507,Tappo cieco  25,2,14,Y010072,
ZH2204-6,Dado a lamella tipo B,2,15,Y010072,
5306001-Y01,Sistema cruscotto,1,,Y010073,
5306151-Y01D,Mascherina strumenti,1,1,Y010073,
5306161-Y01,Pannello controllo telecomando A/C,1,2,Y010073,
5306139-Y01,Bocchetta aria destra,1,3,Y010073,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,9,4,Y010073,
ZH2204-16,Dado a lamella tipo A,2,5,Y010073,
ZH680,Fermo metallico a V,7,6,Y010073,
5306200Y0205D,Assieme bocchetta aria centrale,1,7,Y010073,
5306001-Y01,Sistema cruscotto,1,,Y010074,
5306131-Y01,Quadro strumenti,1,1,Y010074,
5306121-Y01,Bocchetta aria sbrinatore sinistra,1,2,Y010074,
5306123-Y01,Deflettore aria sbrinatore sinistro,1,3,Y010074,
5306122-Y01,Bocchetta aria sbrinatore destra,1,4,Y010074,
5306124-Y01,Deflettore aria sbrinatore destro,1,5,Y010074,
5306134-Y01,Vano portaoggetti cruscotto,1,6,Y010074,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,9,7,Y010074,
ZH680,Fermo metallico a V,9,8,Y010074,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,7,9,Y010074,
ZH2204-16,Dado a lamella tipo A,2,10,Y010074,
S18606003,Bullone esagonale con flangia,3,11,Y010074,
S27348004,Vite autofilettante testa larga semitonda,1,12,Y010074,
5306001-Y01,Sistema cruscotto,1,1,Y010075,
5306133-Y01,Corpo inferiore cruscotto,1,1,Y010075,
S18606003,Bullone esagonale con flangia,5,2,Y010075,
5306104-Y01,Condotto aria bocchetta centrale,1,3,Y010075,
5306136-Y01,Condotto sbrinatore sinistro,1,4,Y010075,
5306141-Y01,Condotto sbrinatore destro,1,5,Y010075,
5306030-Y01,Assieme sbrinatore anteriore,1,6,Y010075,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,16,7,Y010075,
5306102-Y01,Copertura altoparlante,2,8,Y010075,
ZH2204-16,Dado a lamella tipo A,10,9,Y010075,
Z024,Dado di espansione metallico,4,10,Y010075,
5306002-Y01,Sistema copertura devio-luci,1,1,Y010076,
3774011-Y01,Scudo sterzo superiore,1,1,Y010076,
3774013-Y01,Scudo sterzo inferiore,1,2,Y010076,
S27348002,Vite autofilettante testa larga semitonda,1,3,Y010076,
S23006002,Vite a testa cilindrica con rondella piana e rondella elastica,3,4,Y010076,
5305001-Y01,Sistema cruscotto ausiliario,1,1,Y010077,
5305011-Y01,Corpo cruscotto ausiliario,1,1,Y010077,
5305012-Y01,Copertura vite,4,2,Y010077,
5305016-Y01,Piastra copertura anteriore inferiore cruscotto ausiliario,1,3,Y010077,
5305017-Y01D,Pannello cruscotto ausiliario,1,4,Y010077,
5305019-Y01,Piastra copertura posteriore cruscotto ausiliario,1,5,Y010077,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,6,6,Y010077,
Z024,Dado di espansione metallico,3,7,Y010077,
5305020-Y01,Assieme struttura mancorrente,1,8,Y010077,
5305028-Y01D,Pannello sinistro mancorrente,1,8,Y010077,
5305029-Y01D,Pannello destro mancorrente,1,8,Y010077,
5305027-Y01,Piastra inferiore mancorrente,1,9,Y010077,
Z056,Cuscinetto,2,10,Y010077,
S18606003,Bullone esagonale con flangia,6,11,Y010077,
5402001-Y01,Sistema pannelli protezione colonne,1,1,Y010078,
5402031-Y01,Pannello superiore protezione interno montante A sinistro,1,1,Y010078,
ZH1255,Fermo a D,51,2,Y010078,
ZH1210,Supporto dado plastico,25,3,Y010078,
S27348002,Vite autofilettante testa larga semitonda,25,4,Y010078,
5402041-Y01,Pannello superiore protezione interno montante A destro,1,5,Y010078,
5402131-Y01,Pannello protezione interno cornice finestrino anteriore,1,6,Y010078,
5402051-Y01,Pannello inferiore protezione interno montante A sinistro,1,7,Y010078,
5402061-Y01,Pannello inferiore protezione interno montante A destro,1,8,Y010078,
5402011-Y01,Pannello protezione interno parete sinistra anteriore,1,9,Y010078,
S32006003,Dado esagonale con flangia,5,10,Y010078,
5402021-Y01,Pannello protezione interno parete destra anteriore,1,11,Y010078,
S18606003,Bullone esagonale con flangia,1,12,Y010078,
5402111-Y01,Striscia rifinitura interna soglia sinistra,1,13,Y010078,
5402121-Y01,Striscia rifinitura interna soglia destra,1,14,Y010078,
5402071-Y01,Pannello protezione interno parete sinistra posteriore,1,15,Y010078,
5402081-Y01,Pannello protezione interno parete destra posteriore,1,16,Y010078,
5402141-Y01,Pannello protezione interno soglia posteriore,1,17,Y010078,
5402091-Y01,Pannello inferiore protezione interno parete sinistra posteriore,1,18,Y010078,
5402101-Y01,Pannello inferiore protezione interno parete destra posteriore,1,19,Y010078,
5402128-Y01,Copertura apertura servizio sinistra,1,20,Y010078,
5402129-Y01,Copertura apertura servizio destra,1,21,Y010078,
5402133-Y01,Poggiapiede sinistro,1,22,Y010078,
Q1860625,Bullone esagonale con flangia,3,23,Y010078,
5402147-Y01,Copertura vite,3,24,Y010078,
5402053-Y01,Copertura apertura riparazione inferiore montante A sinistro,1,25,Y010078,
5402063-Y01,Copertura apertura riparazione inferiore montante A destro,1,26,Y010078,
5703001-Y01,Sistema interni e cielo,1,1,Y010079,
5703011-Y01,Rivestimento interno cielo tetto,1,1,Y010079,
ZH1610,Fermo cielo tetto,13,2,Y010079,
ZH1210,Supporto dado plastico,6,3,Y010079,
S27348002,Vite autofilettante testa larga semitonda,6,4,Y010079,
5703021-Y01,Copertura apertura servizio cerniera sinistra portellone,1,5,Y010079,
5703022-Y01,Copertura apertura servizio cerniera destra portellone,1,6,Y010079,
6102001-Y01,Sistema porta anteriore,1,1,Y010080,
6102071-Y01,Pannello rifinitura finestrino anteriore porta sinistra,1,1,Y010080,
S27342004,Vite autofilettante testa larga semitonda,4,2,Y010080,
5306148Y0210,Nastro biadesivo (W10mm T0.8mm),1,3,Y010080,
6102075-Y01D,Pannello esterno porta sinistra,1,4,Y010081,
6102077-Y01D,Pannello inferiore rifinitura porta sinistra,1,5,Y010081,
S27348002,Vite autofilettante testa larga semitonda,5,6,Y010081,
ZH2204-16,Dado a lamella tipo A,5,7,Y010081,
ZH1255,Fermo a D,21,8,Y010081,
S23006002,Vite a testa cilindrica con rondella piana e rondella elastica,8,9,Y010081,
6102073-Y01D,Pannello superiore rifinitura porta sinistra,1,10,Y010081,
ZH680,Fermo metallico a V,19,11,Y010081,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,8,12,Y010081,
6102011-Y01,Pannello interno porta sinistra,1,13,Y010081,
6102032-Y01,Piastra montaggio cinghia tiraporta sinistra,1,14,Y010081,
6102033-Y01,Cinghia tiraporta in pelle,1,15,Y010081,
Q1860620,Bullone esagonale con flangia,1,16,Y010081,
ZH850,Fermo a C,6,17,Y010081,
6102031-Y01D,Pannello intermedio rifinitura sinistra,1,18,Y010081,
6102051-Y01,Spugna antipolvere,1,19,Y010081,
6102086-Y01,Copertura rifinitura cerniera superiore porta sinistra,1,20,Y010081,
6102087-Y01,Copertura rifinitura cerniera inferiore porta sinistra,1,21,Y010081,
6102079-Y01,Piastra montaggio interruttore PE,1,22,Y010081,
S27348004,Vite autofilettante testa larga semitonda,1,23,Y010081,
6102001-Y01,Sistema porta anteriore,1,1,Y010082,
6102081-Y01,Pannello rifinitura finestrino anteriore porta destra,1,1,Y010082,
S27342004,Vite autofilettante testa larga semitonda,2,2,Y010082,
5306148Y0210,Nastro biadesivo (W10mm T0.8mm),1,3,Y010082,
6102076-Y01D,Pannello esterno porta destra,1,4,Y010082,
6102078-Y01D,Pannello inferiore rifinitura porta destra,1,5,Y010082,
S27348002,Vite autofilettante testa larga semitonda,5,6,Y010082,
ZH2204-16,Dado a lamella tipo A,5,7,Y010082,
ZH1255,Fermo a D,21,8,Y010082,
S23006002,Vite a testa cilindrica con rondella piana e rondella elastica,8,9,Y010082,
6102074-Y01D,Pannello superiore rifinitura porta destra,1,10,Y010082,
ZH680,Fermo metallico a V,19,11,Y010082,
S27342003,Vite autofilettante testa larga semitonda 4.2 13,8,12,Y010082,
6102040-Y01,Assieme pannello interno porta destra,1,12,Y010082,
6102021-Y01,Pannello interno porta destra,1,13,Y010082,
6102042-Y01,Piastra montaggio cinghia tiraporta destra,1,14,Y010082,
6102033-Y01,Cinghia tiraporta in pelle,1,15,Y010082,
Q1860620,Bullone esagonale con flangia,1,16,Y010082,
ZH850,Fermo a C,6,17,Y010082,
6102041-Y01D,Pannello intermedio rifinitura destra,1,18,Y010082,
6102051-Y01,Spugna antipolvere,1,19,Y010082,
6102088-Y01,Copertura rifinitura cerniera inferiore porta destra,1,20,Y010082,
