codice,descrizione,quantita,id,esploso
5101131Y0240,Front suspension spring support lower plate - left assembly,1,5,Y02100046
5101577Y0240,Front wheel cover connection plate - left assembly,1,6,Y02100046
5101710-Y01,Headlight mounting bracket II - Left assembly,1,7,Y02100046
5101574-Y01,Front suspension spring strengthens inner beam plate - right,1,8,Y02100046
5101141Y0240,Front suspension spring support lower plate - right assembly,1,9,Y02100046
5101143Y0240,Front wheel cover connection plate - right assembly,1,10,Y02100046
5101720-Y01,Headlight mounting bracket II - right assembly,1,11,Y02100046
5101312-Y01,Front suspension spring support upper plate - right,1,12,Y02100046
5101933-Y01,Rear brake hose bracket,2,13,Y02100046
5101470Y0230,Front frame left stringer assembly,1,1,Y02100047
5101390Y0230,Front frame right stringer assembly,1,2,Y02100047
5101820Y0240,Charging socket lower beam assembly,1,3,Y02100047
5101830Y0240,Charging socket upper beam assembly,1,4,Y02100047
5101291Y0240,Front protection mounting bracket - right component,1,5,Y02100047
5101283Y0240,Front protection mounting bracket - left assembly,1,6,Y02100047
5101287Y0240,Front protection mounting bracket connecting plate left assembly,1,7,Y02100047
5101297Y0240,Front protection mounting bracket connecting plate right assembly,1,8,Y02100047
5301110Y0240,Front wall body assembly,1,9,Y02100047
5301151-Y01,Brake pump mounting plate,1,10,Y02100047
5301165Y0210,Air conditioning host small bracket assembly,1,11,Y02100047
5301153Y0250,Front wall upper left reinforcing plate assembly,1,12,Y02100047
5101174-Y01,Middle floor lower beam sealing plate,1,1,Y02100048
5101178Y0240,Stringer reinforcing plate middle left,1,2,Y02100048
5101278Y0240,Stringer reinforcing plate middle right,1,3,Y02100048
5101650Y0240,Middle floor lower stringer left assembly,2,4,Y02100048
5103760Y0240,Middle floor rear beam assembly,1,5,Y02100048
5101770Y0240,Middle floor lower beam assembly ?,1,6,Y02100048
5101910Y0240,Rear left swing arm mounting base assembly,1,7,Y02100048
5101920Y0240,Rear right swing arm mounting base assembly,1,8,Y02100048
5101981Y0240,Beam connector ? left assembly,1,9,Y02100048
5101991Y0240,Beam connector ? right assembly,1,10,Y02100048
5130128Y0240,Rear brake hose bracket left ?,2,11,Y02100048
5104760-Y01,Middle floor lower beam assembly ?,1,12,Y02100048
5101175Y0230,Handbrake wire fixed bracket,1,13,Y02100048
5301190Y0240,Front wall reinforcement beam assembly,1,1,Y02100049
5301103Y0240,Front wall reinforcement under beam assembly,1,2,Y02100049
5301140Y0205,Brake pedal mounting bracket ? assembly,1,3,Y02100049
5301050Y0250,Right wiper mounting bracket assembly,1,4,Y02100049
5301510-Y01,Wiper holder assembly,1,5,Y02100049
5301530-Y01,Front windshield upper beam assembly,1,6,Y02100049
5301570Y0240,Front windshield lower beam assembly,1,7,Y02100049
5301039-Y01,Upper mounting bracket reinforcing plate the steering column,1,8,Y02100049
5301541-Y01,Upper mounting bracket assembly steering column,1,9,Y02100049
5301971Y0230,VCU mounting bracket assembly,1,10,Y02100049
5101125Y0230,Underfloor protection panel mounting bracket assembly,2,11,Y02100049
5301710Y0211,Cross beam body assy Instrument panel,1,1,Y02100050
S18608009,Hexagon flange bolt M8*16*P1.25 Silver Dacromet 8.8 class,4,2,Y02100050
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,2,3,Y02100050
5133990Y0211,Battery box rear beam assy,1,1,Y02100051
S37110003,Rectangular nut M10*1.25 Dacromet 10 class,2,2,Y02100051
S18510003,Hexagon flange bolt M10*35*P1.25 Silver Dacromet 10.9 class,12,3,Y02100051
5606600Y0210,Bobes recess flange screw with black nickel plating M6 1.0,6,4,Y02100051
5133812Y0250,Battery lower skeleton beam ?,1,5,Y02100051
5133820Y0280,Battery lower skeleton beam assembly,1,6,Y02100051
5133992Y0210B,Front cover plate power battery box,1,7,Y02100051
S14604001,Hexagon head bolt spring washer and plain washer assy M4*16*P0.7 8.8 class,12,8,Y02100051
5133990Y0211,Battery box rear beam assy,1,1,Y02100052
S37110003,Rectangular nut M10*1.25 Dacromet 10 class,2,2,Y02100052
S18510003,Hexagon flange bolt M10*35*P1.25 Silver Dacromet 10.9 class,12,3,Y02100052
5606600Y0210,Bobes recess flange screw with black nickel plating M6 1.0,6,4,Y02100052
5133812Y0250,Battery lower skeleton beam ?,1,5,Y02100052
5133820Y0250,Battery lower skeleton beam assembly,1,6,Y02100052
5133992Y0210B,Front cover plate power battery box,1,7,Y02100052
S14604001,Hexagon head bolt spring washer and plain washer assy M4*16*P0.7 8.8 class,12,8,Y02100052
8200111-Y01,Rear carrier,1,1,Y02100053
8200113-Y01,Base plate left hinge,1,2,Y02100053
8200114-Y01,Inner plate left hinge,1,3,Y02100053
8200115-Y01,Base plate right hinge,1,4,Y02100053
8200116-Y01,Inner panel right hinge,1,5,Y02100053
8200117-Y01,Limiting block rear carrier,2,6,Y02100053
S27342004,Cross recessed large semi-round head self-tapping screw ST4.2*9.5 black zinc,4,7,Y02100053
5109105-Y01B,Footrest pad,1,8,Y02100053
B5305040Y0230,Armrest assy,1,9,Y02100053
5305065Y0230,Rubber pad,1,10,Y02100053
5305064Y0230D,Left trim panel Armrest,1,11,Y02100053
5305066Y0230D,Right trim panel Armrest,1,12,Y02100053
5306020,Upper Body assembly instrument panel,1,1,Y02100054
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,9,2,Y02100054
6102051-Y01,Dustproof sponge,1,3,Y02100054
5306134Y0240,Storage box instrument panel,1,4,Y02100054
ZH680,Metal V-fastener,9,5,Y02100054
ZH2204-16,A-type reed nut,3,6,Y02100054
5306121-Y01,Left defroster air vent,1,7,Y02100054
5306123-Y01,Left defroster air deflector,1,8,Y02100054
6102051-Y01,Dustproof sponge,1,9,Y02100054
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,4,10,Y02100054
5306122-Y01,Right defroster air vent,1,11,Y02100054
5306124-Y01,Right defroster air deflector,1,12,Y02100054
5306161-Y01,Trim air conditioning control panel,1,13,Y02100054
S27342004,Cross recessed large semi-round head self-tapping screw ST4.2*9.5 black zinc,5,14,Y02100054
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,3,15,Y02100054
5306140-Y01,Right tuyere assy,1,1,Y02100055
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,6,2,Y02100055
5306200Y0205D,Center air outlet assy,1,3,Y02100055
5306151Y0240D,Instrument mask,1,4,Y02100055
ZH2204-6,Leaf spring nut B type,2,5,Y02100055
ZH680,Metal V-fastener,7,6,Y02100055
5306040Y0210,Lower body assembly instrument panel,1,1,Y02100056
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,5,2,Y02100056
5306208Y0230,Instrument front pad,3,3,Y02100056
3774011Y0210,Steering shield-upper,1,1,Y02100057
3774013Y0210,Steering shield-lower,1,2,Y02100057
S27342003,Cross recessed large semi-round head self-tapping screw ST4.2*13 black zinc-nickel,1,3,Y02100057
S23006002,Cross recessed pan head screw and flat washer Assembly M6*16*P1 Black Dacromet 8.8,3,4,Y02100057
5402031-Y01,Upper guard panel left inner A-pillar side wall,1,1,Y02100058
5402041-Y01,Upper guard panel right inner A-column side wall,1,2,Y02100058
5402131-Y01,Guard panel front inner window trim side wall,1,3,Y02100058
5402051-Y01,Lower guard panel left inner A-columnside wall,1,4,Y02100058
5402053-Y01,Lower repair opening cap left A-column,1,5,Y02100058
5402061-Y01,Lower guard panel right inner A-columnside wall,1,6,Y02100058
5402063-Y01,Lower repair opening cap right A-column,1,7,Y02100058
5402011Y0230,Guard panel inside front left wall side wall,1,8,Y02100058
5402021Y0210,Guard panel inside front right wall side wall,1,9,Y02100058
ZH1210,Plastic nut seat,25,10,Y02100058
S32006003,Hexagon flange nut M6*P1 Black Zinc-nickel grade 8,2,11,Y02100058
S23006002,Cross recessed pan head screw and flat washer Assembly M6*16*P1 Black Dacromet 8.8,2,12,Y02100058
ZH1255,D-shaped buckle,50,13,Y02100058
ZH1506,Plastic V-fastener,2,14,Y02100058
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,26,15,Y02100058
5402111-Y01,Trim strip inside left doorsill side wall,1,1,Y02100059
5402121-Y01,Trim strip inside right doorsill side wall,1,2,Y02100059
5402071-Y01,Guard panel inside rear left wall side wall,1,3,Y02100059
5402081-Y01,Guard panel inside rear right wall side wall,1,4,Y02100059
5402141-Y01,Guard panel inside rear doorsill,1,5,Y02100059
5402091-Y01,Inside rear left lower guard panel side wall,1,6,Y02100059
5402101-Y01,Inside rear right lower guard panel side wall,1,7,Y02100059
5402128-Y01,Left service opening cover plate,1,8,Y02100059
5402129-Y01,Right service opening cover plate,1,9,Y02100059
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,26,10,Y02100059
ZH1210,Plastic nut seat,25,11,Y02100059
ZH1255,D-shaped buckle,50,12,Y02100059
5703011Y0240,Roof ceiling interior,1,1,Y02100060
ZH1610,Roof ceiling buckle,13,2,Y02100060
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,6,3,Y02100060
5703021Y0240,Service opening cap left hinge tailgate,1,4,Y02100060
5703022Y0240,Service opening cap right hinge tailgate,1,5,Y02100060
ZH1210,Plastic nut seat,6,6,Y02100060
6102011Y0210,Left door inner panel,1,1,Y02100061
6102032-Y01,Mounting plate left pull strap,1,2,Y02100061
S27342003,Cross recessed large semi-round head self-tapping screw ST4.2*13 black zinc-nickel,2,3,Y02100061
6102033-Y01,Leather pull strap door,1,4,Y02100061
ZH1255,D-shaped buckle,11,5,Y02100061
6102031Y0240D,Intermediate left trim panel,1,6,Y02100061
ZH680,Metal V-fastener,11,7,Y02100061
6102072Y0210,Inner trim panel front left guide rail,1,8,Y02100061
6102086-Y01,Trim cover upper hinge left door,1,9,Y02100061
6102087-Y01,Trim cover lower hinge left door,1,10,Y02100061
ZH850,C-shaped buckle,6,11,Y02100061
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,5,12,Y02100061
S27348004,Cross recessed large semi-round head tapping screw ST4.8*13 black zinc-nickel,1,13,Y02100061
S23006002,Cross recessed pan head screw and flat washer Assembly M6*16*P1 Black Dacromet 8.8,1,14,Y02100061
6102051-Y01,Dustproof sponge,1,15,Y02100061
S21406001,Cross slot pan head screw M6*25*P1 Black zinc 4.8 grade,1,16,Y02100061
6102021Y0260,Right door Inner panel,1,1,Y02100062
6102042-Y01,Mounting plate right pull strap,1,2,Y02100062
S27342003,Cross recessed large semi-round head self-tapping screw ST4.2*13 black zinc-nickel,2,3,Y02100062
6102033-Y01,Leather pull strap door,1,4,Y02100062
ZH1255,D-shaped buckle,11,5,Y02100062
6102041Y0240D,Intermediate right trim panel,1,6,Y02100062
ZH680,Metal V-fastener,11,7,Y02100062
6102082Y0210,Right door front guide rail innter trim panel,1,8,Y02100062
6102089-Y01,Trim cover upper hinge right door,1,9,Y02100062
6102088-Y01,Trim cover lower hinge right door,1,10,Y02100062
ZH850,C-shaped buckle,6,11,Y02100062
S27348002,Cross recessed large semi-round head tapping screws ST4.8*16 black zinc,5,12,Y02100062
S27348004,Cross recessed large semi-round head tapping screw ST4.8*13 black zinc-nickel,1,13,Y02100062
S23006002,Cross recessed pan head screw and flat washer Assembly M6*16*P1 Black Dacromet 8.8,1,14,Y02100062
6102051-Y01,Dustproof sponge,1,15,Y02100062
S21406001,Cross slot pan head screw M6*25*P1 Black zinc 4.8 grade,1,16,Y02100062
6102050Y0260,Hidden hook,1,17,Y02100062
6302011Y0250,Tailgate,1,1,Y02100063
6302016Y0240,Service cover,1,2,Y02100063
5109101Y0230,Carpet body,1,1,Y02100064
5109150Y0230,Access panel,1,2,Y02100064
Z058,Stud fastener,1,3,Y02100064
ZH830,Snap fastener (Small head),2,4,Y02100064
5109103Y0230,Trunk cover plate,1,5,Y02100064
5606600Y0210,Bobes recess flange screw with black nickel plating M6 1.0,4,6,Y02100064
5305010Y0230,Auxiliary dashboard body assembly,1,1,Y02100065
5305016Y0230,Auxiliary dashboard lower trim body,1,2,Y02100065
S27342003,Cross recessed large half round head self-tapping screw ST4.2*13 black zinc-nickel,2,3,Y02100065
5305012-Y01,Screw cap,2,4,Y02100065
5305013Y0230,Cup pad,1,5,Y02100065
5305014Y0230,Middle storage box pad,1,6,Y02100065
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,7,7,Y02100065
5305017Y0230D,Spray paint panel assembly auxiliary dashboard,1,8,Y02100065
3102111Y0240,Guard panel front left wheel cowling,1,1,Y02100066
3102112Y0240,Guard panel front right wheel cowling,1,2,Y02100066
3102113Y0240,Guard panel rear left wheel cowling,1,3,Y02100066
3102117Y0240,Side trim panel rear left wheel cowling,1,4,Y02100066
3102114Y0240,Guard panel rear right wheel cowling,1,5,Y02100066
3102118Y0240,Side trim panel rear right wheel cowling,1,6,Y02100066
Z058,Stud fastener,16,7,Y02100066
ZH830,Snap fastener (Small head),6,8,Y02100066
ZH890,Snap fastener (Big head),18,9,Y02100066
S22148002,Cross recessed hexagonal head tapping screw and large flat washer assembly ST5*20 black zinc-nickel,18,10,Y02100066
5603100Y0250,Rear windshield glass assy,1,1,Y02100067
5206010Y0240,Front windshield glass,1,1,Y02100068
5206011Y0210,Sealing strip front windshield,1,2,Y02100068
5107103Y0230,Bottom guard,1,1,Y02100069
Z058,Stud fastener,16,2,Y02100069
3100104-Y01,Trim cap of wheel rim,4,3,Y02100069
3100120Y0230,Steel wheel rim trim cap assy,4,4,Y02100069
2804901Y0210,Switching guide block,2,5,Y02100069
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,4,6,Y02100069
5400100Y0240D,Trim panel assy front upper section left wall,1,1,Y02100070
5400300Y0240D,Trim panel assy rear upper section left wall,1,2,Y02100070
5400500Y0260D,Left side small trim assembly,1,3,Y02100070
5400777-Y01,Buckle,4,4,Y02100070
ZH680,Metal V-fastener,3,5,Y02100070
5400101-Y01D,Rear left wheel plate,1,6,Y02100070
Q221B4213F71,Cross recessed pan head tapping screw and flat washer assembly,4,7,Y02100070
5400773-Y01D,Left lower threshold,1,8,Y02100070
ZH1210,Plastic nut seat,12,9,Y02100070
S27348003,Cross recessed large half round head tapping screws ST4.8*16 black zinc-nickel,12,10,Y02100070
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,4,11,Y02100070
ZH1255,D-shaped buckle,16,12,Y02100070
5400315Y0210,Long D-shaped buckle,2,13,Y02100070
6102051-Y01,Dustproof sponge,1,14,Y02100070
5400324Y0210,Waterproof sponge mat,1,15,Y02100070
S22148002,Cross recessed pan head tapping screw and flat washer assembly ST4.8*16 Black zinc-nickel,1,16,Y02100070
ZH830,Snap fastener (Small head),2,17,Y02100070
ZH2204-16,A-type reed nut,1,18,Y02100070
S99006161,Internal pan head screw and plastic washer assembly M6*16*P1 Black zinc-nickel,4,19,Y02100070
5400783-Y01D,Right lower threshold,1,1,Y02100071
S22148002,Cross recessed pan head tapping screw and flat washer assembly ST4.8*16 Black zinc-nickel,1,2,Y02100071
5400200Y0240D,Trim panel assy front upper section right wall,1,3,Y02100071
5400400Y0240D,Trim panel assy rear upper section right wall,1,4,Y02100071
5400600Y0260D,Right side small trim assembly,1,5,Y02100071
Q221B4213F71,Cross recessed pan head tapping screw and flat washer assembly,4,6,Y02100071
ZH680,Metal V-fastener,3,7,Y02100071
5400201-Y01D,Rear right wheel plate,1,8,Y02100071
ZH1255,D-shaped buckle,17,9,Y02100071
ZH1210,Plastic nut seat,12,10,Y02100071
S27348003,Cross recessed large half round head tapping screws ST4.8*16 black zinc-nickel,12,11,Y02100071
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,4,12,Y02100071
6102051-Y01,Dustproof sponge,1,13,Y02100071
5400315Y0210,Long D-shaped buckle,2,14,Y02100071
5400324Y0210,Waterproof sponge mat,1,15,Y02100071
5400777-Y01,Buckle,4,16,Y02100071
S99006161,Internal pan head screw and plastic washer assembly M6*16*P1 Black zinc-nickel,4,17,Y02100071
ZH830,Snap fastener (Small head),2,18,Y02100071
ZH2204-16,A-type reed nut,1,19,Y02100071
5702110Y0240D,Roof cover assembly,1,1,Y02100072
5702301Y0240,Roof cover F-bolt,6,2,Y02100072
ZH1255,D-shaped buckle,2,3,Y02100072
5702018Y0240,Waterproof gasket roof cover,10,4,Y02100072
S32006003,Hexagon flange nut M6*P1 Black Zinc-nickel grade 8,10,5,Y02100072
6102071Y0210,Trim panel front window left door,1,1,Y02100073
6102077-Y01D,Lower trim panel left door,1,2,Y02100073
6102500Y0240D,Left door outer panel,1,3,Y02100073
ZH1255,D-shaped buckle,7,4,Y02100073
6102073Y0240D,Upper trim panel left door,1,5,Y02100073
6102057Y0260,Metal V-fastener,13,6,Y02100073
6102079Y0240,Mounting plate PE Switch,1,7,Y02100073
ZH2204-16,A-type reed nut,6,8,Y02100073
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,14,9,Y02100073
S27342004,Cross recessed large half round head self-tapping screw ST4.2*9.5 black zinc,6,10,Y02100073
S32006003,Hexagon flange nut M6*P1 Black Zinc-nickel grade 8,6,11,Y02100073
S27342003,Cross recessed large half round head self-tapping screw ST4.2*13 black zinc-nickel,8,12,Y02100073
5306148Y0210,Double-sided tape - (width 10mm thick 0.8mm), ,13,Y02100073
6102052Y0240,Mounting bolt outer panel door,3,14,Y02100073
6102507Y0240,Dustproof sponge,1,15,Y02100073
6102055Y0240,A-type reed nut-ST4.2,1,16,Y02100073
6102509Y0240,Felt 100X20X0.7,1,17,Y02100073
6102081Y0210,Trim panel front window right door,1,1,Y02100074
6102600Y0240D,Right door outer panel,1,2,Y02100074
ZH1255,D-shaped buckle,7,3,Y02100074
ZH2204-16,A-type reed nut,6,4,Y02100074
6102078-Y01D,Lower trim panel right door,1,5,Y02100074
6102074Y0240D,Upper trim panel right door,1,6,Y02100074
6102057Y0260,Metal V-fastener,13,7,Y02100074
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,14,8,Y02100074
S27342004,Cross recessed large half round head self-tapping screw ST4.2*9.5 black zinc,6,9,Y02100074
S32006003,Hexagon flange nut M6*P1 Black Zinc-nickel grade 8,6,10,Y02100074
S27342003,Cross recessed large half round head self-tapping screw ST4.2*13 black zinc-nickel,8,11,Y02100074
5306148Y0210,Double-sided tape - (width 10mm thick 0.8mm), ,12,Y02100074
6102052Y0240,Mounting bolt outer panel door,3,13,Y02100074
6102507Y0240,Dustproof sponge,1,14,Y02100074
6102055Y0240,A-type reed nut-ST4.2,1,15,Y02100074
6102509Y0240,Felt 100X20X0.7,1,16,Y02100074
5306158Y0230,Pro logo,1,1,Y02100075
5306156-Y01,X Logo,1,2,Y02100075
5306157-Y01,YOYO logo,1,3,Y02100075
5306010Y0220,XEV logo,1,4,Y02100075
5302100Y0240,Front wiper cover plate assembly,1,1,Y02100076
5302102Y0240,Washing liquid Filling port Cover (I),1,2,Y02100076
5302200Y0240,Front flow tank body assembly,1,3,Y02100076
S27348003,Cross recessed large half round head tapping screws ST4.8*16 black zinc-nickel,6,4,Y02100076
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,8,5,Y02100076
5302700Y0210D,Front left combination light upper trim panel,1,6,Y02100076
5302800Y0210D,Front right combination light upper trim panel,1,7,Y02100076
ZH830,Snap fastener (Small head),2,8,Y02100076
8200105Y0210,Front overflow pipe,1,9,Y02100076
S67325001,C-worm drive type hose hoop ?16~25,1,10,Y02100076
8200151Y0210,Welcome pedal-left,1,1,Y02100077
8200152Y0210,Welcome pedal-right,1,2,Y02100077
5704100Y0240,Left roof ceiling glass assy,1,1,Y02100078
5701211Y0230,Roof ceiling glass sealing rubber strip - Left,1,2,Y02100078
5704200Y0240,Right Left roof ceiling glass assy,1,3,Y02100078
5701212Y0230,Roof ceiling glass sealing rubber strip - right,1,4,Y02100078
8402110Y0240D,Front hood welding assy,1,1,Y02100079
8402505Y0210,Front hood knob-Left,1,2,Y02100079
8402506Y0210,Front hood knob-Right,1,3,Y02100079
8402507Y0210,Front hood steel clip base,2,4,Y02100079
S27348003,Cross recessed large half round head tapping screws ST4.8*16 black zinc-nickel,2,5,Y02100079
S27348004,Cross recessed large half round head tapping screw ST4.8*13 black zinc-nickel,2,6,Y02100079
8403101Y0240D,Left fender,1,1,Y02100080
8403107Y0240,Plastic nut seat,10,2,Y02100080
ZH2204-16,A-type reed nut,8,3,Y02100080
8403105Y0240,Left fender bracket,1,4,Y02100080
8403102-Y01,Lower trim panel left triangular window,1,5,Y02100080
8403201Y0240D,Right fender,1,6,Y02100080
8403205Y0240,Right fender bracket,1,7,Y02100080
8403202-Y01,Lower trim panel right triangular window,1,8,Y02100080
5306148Y0210,Double-sided tape - (width 10mm thick 0.8mm), ,9,Y02100080
S22148002,Cross recessed pan head tapping screw and flat washer assembly ST4.8*16 Black zinc-nickel,20,10,Y02100080
ZH1255,D-shaped buckle,2,11,Y02100080
8403109Y0240,Mushroom Buckle -(Length 25 width 20 thickness 5.5),6,12,Y02100080
2803013Y0240,Mounting bracket front bumper-left,1,1,Y02100081
2803014Y0240,Mounting bracket front bumper-right,1,2,Y02100081
2803002Y0210D-KIT,Front bumper service kit,1,3,Y02100081
2803009-Y01D,Lower trim panel front bumper,1,4,Y02100081
2803007-Y01D,Upper trim panel front bumper,1,5,Y02100081
2803003-Y01D,Central trim panel front bumper,1,6,Y02100081
2803005-Y01D,Front bumper trim strip,1,7,Y02100081
2803011-Y01D,Front combination light lower trim panel-left,1,8,Y02100081
2803012-Y01D,Front combination light lower trim panel-right,1,9,Y02100081
5302031Y0210,Front charging port base,1,10,Y02100081
5302032Y0210,Front charging port cover inner panel,1,11,Y02100081
5302033Y0210,Front charging port cover pivots,1,12,Y02100081
5302034Y0210,Front charging port cover spring,1,13,Y02100081
Z056,Cushion,3,14,Y02100081
5302011Y0210D,Cover plate front charging port,1,15,Y02100081
S27348003,Cross recessed large half round head tapping screws ST4.8*16 black zinc-nickel,2,16,Y02100081
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,11,17,Y02100081
ZH2204-16,A-type reed nut,6,18,Y02100081
2804100Y0250D,Rear bumper body assy,1,1,Y02100082
S22148002,Bobes recess flange screw with black nickel plating M6 1.0,2,2,Y02100082
ZH1210,Plastic nut seat,4,3,Y02100082
S27348003,Cross recessed large half round head tapping screws ST4.8*16 black zinc-nickel,6,4,Y02100082
2804521Y0210D,Rear bumper sliding door welding assembly,1,5,Y02100082
2804530Y0210,Sliding door interior trim panel,1,6,Y02100082
2804201Y0240,Mounting bracket rear left bumper,1,7,Y02100082
ZH2204-16,A-type reed nut,6,8,Y02100082
2804301Y0240,Mounting bracket rear right bumper,1,9,Y02100082
S27342003,Cross recessed large half round head self-tapping screw ST4.2*13 black zinc-nickel,4,10,Y02100082
2804101Y0250D,Rear bumper body,1,11,Y02100082
5107003-Y01,Side door buffer block,4,12,Y02100082
2804102Y0250D,Rear bumper lower trim plate,1,13,Y02100082
ZH2204-6,Leaf spring nut B type,4,14,Y02100082
ZH830,Snap fastener (Small head),2,15,Y02100082
4133041Y0240,Rear left retroreflector,1,16,Y02100082
4133042Y0240,Rear right retroreflector,1,17,Y02100082
S18608201,Hexagon flange bolt with guide M8*20*P1.25 Silver Dacromet 8.8 class,4,1,Y02100083
2804201Y0210,Rear bumper hinge assy-left,1,2,Y02100083
2804202Y0210,Rear bumper hinge assy-Right,1,3,Y02100083
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,10,4,Y02100083
6302010Y0240D,Upper panel spoiler hood,1,1,Y02100084
6302018-Y01D,Lower panel spoiler hood,1,2,Y02100084
5306148Y0210,Double-sided tape - (width 10mm thick 0.8mm), ,3,Y02100084
ZH680,Metal V-fastener,4,4,Y02100084
4123010Y0205,Ceiling light,1,1,Y02100085
4123020Y0205,Ceil light shield,1,2,Y02100085
S21405002,Cross slot pan head screw M5*16*P0.8 Color zinc 4.8 grade,2,3,Y02100085
5810010-Y01,Seat belt assembly - left,1,1,Y02100086
5810020-Y01,Seat belt assembly - right,1,2,Y02100086
5810011-Y01,Seat belt buckle-left,1,3,Y02100086
5810021-Y01,Seat belt buckle- right,1,4,Y02100086
6101710Y0210,Front guide rail assy left door,1,1,Y02100087
6101720Y0210,Front guide rail assy right door,1,2,Y02100087
6101750Y0210,Rubber coating assy rear guide rail left door,1,3,Y02100087
6107127Y0210,Rear mud groove left door,1,4,Y02100087
6101733Y0210,Mounting block of rear triangular window-Left,1,5,Y02100087
6101760Y0210,Rubber coating assy rear guide rail right door,1,6,Y02100087
6107128Y0210,Rear mud groove right door,1,7,Y02100087
6101734Y0210,Mounting block of rear triangular window- Right,1,8,Y02100087
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,4,9,Y02100087
S99006201,Hexagon head bolt spring washer and large flat washer assembly M6*20*P1 Black Dacromet 8.8,8,10,Y02100087
6101901Y0205,Upper waterproof membrane assy left door,1,1,Y02100088
6101902Y0205,Upper waterproof membrane assy right door,1,2,Y02100088
6101903Y0205,Lower waterproof membrane left&right door,2,3,Y02100088
6103200Y0240,Windshield assy right door,1,1,Y02100089
6104120Y0230,Electric window regulator assy right door,1,2,Y02100089
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,8,3,Y02100089
6103100Y0240,Windshield assy left door,1,4,Y02100089
5203010-Y01,Front left triangle window glass,1,5,Y02100089
6104110Y0230,Electric window regulator assy left door,1,6,Y02100089
5203020-Y01,Front right triangle window glass,1,7,Y02100089
5606410Y0210,Lock assy battery box,2,1,Y02100090
S18606002,Hexagon flange face bolt M6*20 black Dacromet,4,2,Y02100090
5606420Y0210,Locking hook assy battery box,2,3,Y02100090
S32008002,Hexagon flange nut M8 Silver Dacromet,4,4,Y02100090
5107014-Y01,?40 plug cover,2,5,Y02100090
6105330Y0205,Inner handle assemly-left,1,1,Y02100091
6105340Y0205,Inner handle assemly-right,1,2,Y02100091
S27342003,Cross recessed large half round head self-tapping screw ST4.2*13 black zinc-nickel,8,3,Y02100091
6105510Y0205D,Outer handle assy left door,1,1,Y02100092
6105520Y0205D,Outer handle assy right door,1,2,Y02100092
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,6,3,Y02100092
6107116Y0210,Joint angle front mud groove right door,1,1,Y02100093
6107115Y0210,Joint angle front mud groove left door,1,2,Y02100093
6107132Y0210,Sealing strip front triangle window-right,1,3,Y02100093
6107131Y0210,Sealing strip front triangle window-left,1,4,Y02100093
6107118Y0230,Outer weather strip right door glass,1,5,Y02100093
6107117Y0230,Outer weather strip left door glass,1,6,Y02100093
6107112Y0210,Seal strip front right door opening,1,7,Y02100093
6107111Y0210,Seal strip front left door opening,1,8,Y02100093
6107122Y0210,Inner weather strip right door glass,1,9,Y02100093
6107121Y0210,Inner weather strip left door glass,1,10,Y02100093
6307111Y0210,Sealing strip tailgate,1,1,Y02100094
6107113Y0210,Upper seal strip front left door opening,1,2,Y02100094
6107114Y0210,Upper seal strip front right door opening,1,3,Y02100094
6107135Y0210,Sealing strip battery box,1,4,Y02100094
6107137Y0210,Sealing washer roof,1,5,Y02100094
6309110Y0240,Air spring,2,1,Y02100095
S18606003,Hexagon flange bolts M6*16*P1 Black Dacromet 8.8 class,4,2,Y02100095
6309200Y0240,Tailgate hinge,2,3,Y02100095
6309103Y0240,Ball stud air spring,2,4,Y02100095
S99008001,Hexagon flange nut M8 Silver Dacromet,4,5,Y02100095
S18408002,Hexagon head flange bolt M8*20*P1.25 Black Dacromet 8.8 class,4,6,Y02100095
6309300Y0240,Tailgate buffer block,2,7,Y02100095
6309101Y0240,Mounting bracket pneumatic stay bar tailgate- left,1,8,Y02100095
