codice,descrizione,quantita,id,esploso,
6102051-Y01,Dustproof sponge,1,2,Y02100038,
ZH1255,D-shaped buckle,17,3,Y02100038,
S18606003,Hexagon bolt with flange,7,4,Y02100038,
5400400Y0210D,Trim panel assy rear upper section right wall,1,5,Y02100038,
ZH1210,Plastic nut seat,15,6,Y02100038,
S27348003,Cross recessed large half-round head tapping screw,12,7,Y02100038,
5400600-Y01D,Right side small trim assembly,1,8,Y02100038,
S27342003,Cross recessed large half round head tapping screw 4.2   13,1,9,Y02100038,
ZH680,Metal V-fastener,3,10,Y02100038,
5400201-Y01D,Right rear wheel plate,1,11,Y02100038,
ZH2204-16,A-type reed nut,1,12,Y02100038,
5400781-Y01D,Right lower threshold,1,13,Y02100038,
ZH2204-6,Leaf spring nut B type,1,14,Y02100038,
S22148002,Cross recessed head self-tapping screw and plain washer assy,4,15,Y02100038,
5702020-Y01D,Roof cover assembly,1,1,Y02100039,
5702018-Y01,Waterproof gasket roof,7,2,Y02100039,
5702013-Y01,Sponge waterproof gasket roof ( W12 T8),5,3,Y02100039,
ZH1255,D-shaped buckle,2,4,Y02100039,
S32006003,Hexagon nut with flange,7,5,Y02100039,
6102071Y0210,Trim panel front window left door,1,1,Y02100040,
S27342004,Cross-recessed half-round large head self-tapping screw,4,2,Y02100040,
6102075Y0210D,Left door outer panel,1,3,Y02100040,
6102052Y0210,Mounting bolt outer panel door,3,4,Y02100040,
ZH1255,D-shaped buckle,7,5,Y02100040,
ZH2204-16,A-type reed nut,5,6,Y02100040,
6102051-Y01,Dustproof sponge,0,7,Y02100040,
S32006003,hexagon nut with flange,3,8,Y02100040,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,7,9,Y02100040,
6102077-Y01D,Lower trim panel left door,1,10,Y02100040,
5306148Y0210,Double faced adhesive tape- (W10mm T0.8mm),,11,Y02100040,
S27342003,Cross recessed large half round head tapping screw 4.2   13,4,12,Y02100040,
6102073Y0210D,Upper trim panel left door,1,13,Y02100040,
ZH680,Metal V-fastener,12,14,Y02100040,
6102079Y0210,Mounting plate PE Switch,1,15,Y02100040,
6102081Y0210,Trim panel front window right door,1,1,Y02100041,
S27342004,Cross-recessed half-round large head self-tapping screw,2,2,Y02100041,
6102076Y0210D,Right door outer panel,1,3,Y02100041,
6102052Y0210,Mounting bolt outer panel door,3,4,Y02100041,
ZH1255,D-shaped buckle,7,5,Y02100041,
ZH2204-16,A-type reed nut,5,6,Y02100041,
6102051-Y01,Dustproof sponge,0,7,Y02100041,
S32006003,hexagon nut with flange,3,8,Y02100041,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,7,9,Y02100041,
6102078-Y01D,Lower trim panel right door,1,10,Y02100041,
5306148Y0210,Double faced adhesive tape- (W10mm T0.8mm),,11,Y02100041,
S27342003,Cross recessed large half round head tapping screw 4.2   13,4,12,Y02100041,
6102074-Y01D,Upper trim panel right door,1,13,Y02100041,
ZH680,Metal V-fastener,12,14,Y02100041,
8200151Y0210,Welcome pedal-left,1,1,Y02100042,
8200152Y0210,Welcome pedal-right,1,2,Y02100042,
8402110Y0240D,Front hood welding assy,1,1,Y02100043,
8402505Y0210,Front hood kb-Left,1,2,Y02100043,
8402506Y0210,Front hood kb-Right,1,3,Y02100043,
8402507Y0210,Front hood steel clip base,2,4,Y02100043,
S27348003,Cross recessed large half-round head tapping screw,2,5,Y02100043,
S27348004,Cross-recessed half-round large head self-tapping screw,2,6,Y02100043,
8403111-Y01D,Welding assy left fender,1,1,Y02100044,
8403102-Y01,Lower trim panelleft triangular window,1,2,Y02100044,
5306148Y0210,Double faced adhesive tape- (W10mm T0.8mm),1,3,Y02100044,
ZH1255,D-shaped buckle,2,4,Y02100044,
ZH680,Metal V-fastener,2,5,Y02100044,
ZH2204-16,A-type reed nut,2,6,Y02100044,
S27348003,Cross recessed large half-round head tapping screw,1,7,Y02100044,
S18606003,Hexagon bolt with flange,6,8,Y02100044,
8403121-Y01D,Welding assy right fender,1,9,Y02100044,
8403202-Y01,Lower trim panel right triangular window,1,10,Y02100044,
5306148Y0210,Double faced adhesive tape- (W10mm T0.8mm),1,11,Y02100044,
4121030-Y01,Front left combination light assy (Thick-walled parts of daytime running lights),1,1,Y02100045,
4121040-Y01,Front right combination light assy (Thick-walled parts of daytime running lights),1,2,Y02100045,
S18606003,Hexagon bolt with flange,8,3,Y02100045,
4108010Y0205,License light assembly,2,4,Y02100045,
4123010Y0205,Ceiling light,1,5,Y02100045,
4123020Y0205,Ceil light shield,1,6,Y02100045,
S21405002,Cross groove pan-headed screw M5 16,2,7,Y02100045,
4133010-Y01,Rear left combination light assy,1,8,Y02100045,
4133020-Y01,Rear right combination light assy,1,9,Y02100045,
BNJ-0270,Tail light buckle,4,10,Y02100045,
ZH1210,Plastic nut seat,6,11,Y02100045,
S32006002,Hexagon nut with flange,2,12,Y02100045,
S27348003,Cross recessed large half-round head tapping screw,6,13,Y02100045,
5810010-Y01,Seat belt assembly - left,1,1,Y02100046,
5810020-Y01,Seat belt assembly - right,1,2,Y02100046,
5810011-Y01,Seat belt buckle-left,1,3,Y02100046,
5810021-Y01,Seat belt buckle- right,1,4,Y02100046,
6101710Y0210,Front guide rail assy left door,1,1,Y02100047,
6101720Y0210,Front guide rail assy right door,1,2,Y02100047,
6101750Y0210,Rubber coating assy rear guide rail left door,1,3,Y02100047,
6107127Y0210,Rear mud groove left door,1,4,Y02100047,
6101733Y0210,Mounting block of rear triangular window-Left,1,5,Y02100047,
6101760Y0210,Rubber coating assy rear guide rail right door,1,6,Y02100047,
6107128Y0210,Rear mud groove right door,1,7,Y02100047,
6101734Y0210,Mounting block of rear triangular window- Right,1,8,Y02100047,
S18606003,Hexagon bolt with flange,12,9,Y02100047,
6101901Y0205,Upper waterproof membrane assy left door,1,1,Y02100048,
6101902Y0205,Upper waterproof membrane assy right door,1,2,Y02100048,
6101903Y0205,Lower waterproof membrane left&right door,2,3,Y02100048,
6104110Y0210,Electric window regulator assy left door,1,1,Y02100049,
6104120Y0210,Electric window regulator assy right door,1,2,Y02100049,
S18606003,Hexagon bolt with flange,6,3,Y02100049,
6105101Y0205,Electronic controlling lock body left door,1,1,Y02100050,
6105103Y0205,Pull rod electronic controlling lockleft door,1,2,Y02100050,
6105105Y0205,Pull rod electronic controlling lock cylinderleft door,1,3,Y02100050,
6105107Y0205,Lock catch electronic controlling Lock door,1,4,Y02100050,
6105111Y0205,Electronic controlling lock cable left door,2,5,Y02100050,
S25808001,Cross recessed countersunk head screw and countersunk external toothed lock washer,4,6,Y02100050,
S99006121,Cross-recessed countersunk-head screw and cone saw locking washer assy,6,7,Y02100050,
6105102Y0205,Electronic controlling lock body right door,1,8,Y02100050,
6105104Y0205,Pull rod electronic controlling lock right door,1,9,Y02100050,
6105107Y0205,Lock catch electronic controlling Lock door,1,10,Y02100050,
5606011-Y01,Electric lock system body tailgate,1,11,Y02100050,
5606011Y0205,Electric lock system body tailgate,1,,Y02100050,
6105107-Y01,Lock catch electronic controlling lock door,1,12,Y02100050,
S25808001,Cross recessed countersunk head screw and countersunk external toothed lock washer,2,13,Y02100050,
S14606002,Hexagon head bolt spring washer and plain washer assy,3,14,Y02100050,
5606032-Y01,Handle front charging port cap lock,1,15,Y02100050,
5606032Y0210,Handle front charging port cap lock,1,,Y02100050,
5606033-Y01,Cap lock cable front charging port,1,16,Y02100050,
5606033Y0210,Cap lock cable front charging port,1,,Y02100050,
5606034-Y01,Fastener ties Φ7,3,17,Y02100050,
S23006002,Cross recessed pan head screw plain washer and spring washer assy,2,18,Y02100050,
5606410Y0210,Lock assy battery box,2,19,Y02100050,
5606420Y0210,Locking hook assy battery box,2,20,Y02100050,
S32008001,hexagon nut with flange,4,21,Y02100050,
5606600Y0210,Bobes recess flange screw with black nickel plating M6 1.0 ,4,22,Y02100050,
6105330Y0205,Inner handle assemly-left,1,1,Y02100051,
6105340Y0205,Inner handle assemly-right,1,2,Y02100051,
S27342003,Cross recessed large half round head tapping screw 4.2   13,4,3,Y02100051,
6105510Y0205D,Outer handle assy left door,1,1,Y02100052,
6105520Y0205D,Outer handle assy right door,1,2,Y02100052,
S18606003,Hexagon bolt with flange,6,3,Y02100052,
6307111Y0210,Sealing strip. tailgate,1,1,Y02100053,
6307113-Y01,Upper sealing strip tailgate,1,2,Y02100053,
6307114Y0210,Upper sealing strip tailgate,1,2,Y02100053,
6107117Y0210,Outer weather strip left door glass,1,3,Y02100053,
6107118Y0210,Outer weather strip right door glass,1,4,Y02100053,
6107121Y0210,Inner weather strip left door glass,1,5,Y02100053,
6107122Y0210,Inner weather strip right door glass,1,6,Y02100053,
6107111Y0210,Seal strip front left door opening,1,7,Y02100053,
6107112Y0210,Seal strip front right door opening,1,8,Y02100053,
6107113Y0210,Upper seal strip front left door opening,1,9,Y02100053,
6107114Y0210,Upper seal strip front right door opening,1,10,Y02100053,
6107115Y0210,Joint angle front mud groove left door,1,11,Y02100053,
6107116Y0210,Joint angle front mud groove right door,1,12,Y02100053,
5206011Y0210,Sealing strip front windshield,1,13,Y02100053,
5701211Y0210,Sealing strip sunroof-left,1,14,Y02100053,
5701212Y0210,Sealing strip sunroof-right,1,15,Y02100053,
6107131Y0210,Sealing strip front triangle window-left,1,16,Y02100053,
6107132Y0210,Sealing strip front triangle window-right,1,17,Y02100053,
6107135Y0210,Sealing strip battery box,1,18,Y02100053,
6107137Y0210,Sealing washer. roof,1,19,Y02100053,
6309100-Y01, Tailgate Stay Bar System,,,Y02100053,
6309110-Y01,Air spring,2,1,Y02100054,
6309101-Y01,Mounting bracket pneumatic stay bar tailgate- left,1,2,Y02100054,
6309102-Y01,Mounting bracket pneumatic stay bar tailgate- right,1,3,Y02100054,
6309103-Y01,Ball stud air spring,2,4,Y02100054,
S18606003,Hexagon bolt with flange,4,5,Y02100054,
6900100Y0210-Z001,Front left seat assembly,1,1,Y02100055,
6900200Y0210-Z001,Front right seat assembly,1,2,Y02100055,
6900300Y0210,Trim cover seat bracket-left,2,3,Y02100055,
6900400Y0210,Trim cover seat bracket-right,2,4,Y02100055,
S18510002,Hexagon bolt with flange,8,5,Y02100055,
8200101-Y01,Lifter rubber block,4,1,Y02100056,
S18408004,Hexagon bolt with flange,4,2,Y02100056,
S40210001,Large gasket,4,3,Y02100056,
8200105Y0210,Front overflow pipe,1,4,Y02100056,
S67325001,Steel strap elastic hoop,1,5,Y02100056,
ZDJ155 6.4,Fastener ties Φ7,1,6,Y02100056,
8201010-Y01,Inner rear-view mirror,1,1,Y02100057,
8202010Y0210D,Left outer rear-view mirror assy,1,1,Y02100058,
8202011Y0210D,Left exterior rear-view mirror assy,1,46023,Y02100058,
8202012Y0210,Left exterior rear-view mirror lens assy,1,46054,Y02100058,
8202020Y0210D,Right outer rear-view mirror assy,1,2,Y02100058,
8202021Y0210D,Right exterior rear-view mirror assy,1,46024,Y02100058,
8202022Y0210,Right exterior rear-view mirror lens ass,1,46055,Y02100058,
S23606002,Cross recessed pan head screw plain washer and spring washer assy,6,3,Y02100058,
8204010Y0205,Sun visor assembly,2,1,Y02100059,
8204020Y0205,Base cover plate sunvisor,2,2,Y02100059,
S21406001,Cross recessed pan-headed screw,4,3,Y02100059,
8208010-Y01,Rear left retroreflector,1,1,Y02100060,
8208020-Y01,Rear right retroreflector,1,2,Y02100060,
8208030-Y01,Side retroreflector,2,3,Y02100060,
S27342003,Cross recessed large half round head tapping screw 4.2   13,4,4,Y02100060,
set ,Body-in-white frame assy,1,1,Y02100061,
5101210Y0210,Framework assy front compartment,1,2,Y02100061,
5101170Y0210,Frame assy intermediate floor,1,3,Y02100061,
5101230Y0210,Frame assy rear floor,1,4,Y02100061,
5101130-Y01,Support assy - left front suspension spring,1,5,Y02100061,
5101140-Y01,Support assy - right front suspension spring,1,6,Y02100061,
5301000Y0210,Front wall assy,1,7,Y02100061,
5101750Y0210,Seat assy,1,8,Y02100061,
5101940-Y01,Rear floor assy,1,9,Y02100061,
5601111-Y01,Outer plate assy rear wall,1,10,Y02100061,
5401350-Y01,Inner panel component left A-pillar,1,11,Y02100061,
5401360-Y01,Inner panel component right A-pillar,1,12,Y02100061,
5401230-Y01,Inner panel assy left doorsill,1,13,Y02100061,
5401240-Y01,Inner panel assy right doorsill,1,14,Y02100061,
5401030-Y01,Inner panel assy doorsill left side wall,1,15,Y02100061,
5401040-Y01,Inner panel assy doorsill right side wall,1,16,Y02100061,
5401010-Y01,Left side wall assy,1,17,Y02100061,
5401020-Y01,Right side wall assy,1,18,Y02100061,
5701010-Y01,Roof cover assy,1,19,Y02100061,
5101270Y0205,Two-in-one mounting bracket assy,1,20,Y02100061,
5101273Y0210,Mounting bracket condenser,2,1,Y02100062,
S18606003,Hexagon bolt with flange,2,2,Y02100062,
5101901-Y01,Access panel,1,1,Y02100063,
5306147-Y01,Sponge bar (W12*8),2.2,2,Y02100063,
S18606003,Hexagon bolt with flange,4,3,Y02100063,
5301811-Y01,Tie rod battery,2,1,Y02100064,
5301813-Y01,Pressing plate,1,2,Y02100064,
S32006003,hexagon nut with flange,2,3,Y02100064,
5101467-Y01,Mounting plate power-off Switch,1,1,Y02100065,
5103520-Y01,Intermediate mounting bracket assy rear bumper,1,2,Y02100065,
S18608009,Hexagon bolt with flange,2,3,Y02100065,
5101187Y0210,Component MCU mounting bracket I,1,1,Y02100066,
5101191Y0210,Component MCU mounting bracket II,1,2,Y02100066,
6101100Y0210,Front left door assy,1,1,Y02100067,
6106010Y0210,Upper hinge side door,1,2,Y02100067,
6106030Y0210,Lower hinge side door,1,3,Y02100067,
S18608010,Hexagon bolt with flange,8,4,Y02100067,
6101200Y0210,Front right door assy,1,5,Y02100067,
6106010Y0210,Upper hinge side door,1,6,Y02100067,
6106030Y0210,Lower hinge side door,1,7,Y02100067,
S18608010,Hexagon bolt with flange,8,8,Y02100067,
6301591-Y01,Mounting plate tailgate lock,1,1,Y02100068,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,22,2,Y02100068,
6301552-Y01,Right mounting plate buffer block tailgate,1,3,Y02100068,
6301551-Y01,Left mounting plate buffer block tailgate,1,4,Y02100068,
S27342004,Cross-recessed half-round large head self-tapping screw,6,5,Y02100068,
6306310Y0205,Tailgate hinge,2,6,Y02100068,
S18408002,Hexagon bolt with flange,4,7,Y02100068,
S32008002,Hexagon nut with flange M8,4,8,Y02100068,
6301711-Y01,Upper crossbeam assy inner frame tailgate,1,9,Y02100068,
5401170-Y01,Mounting bracket component left tubular beam,1,1,Y02100069,
5401180-Y01,Mounting bracket component right tubular beam,1,2,Y02100069,
S18606003,Hexagon bolt with flange,8,3,Y02100069,
5133990Y0211,Rear crossbeam power battery box,1,1,Y02100070,
S18510003,Hexagon head bolt with flange,2,2,Y02100070,
5133910Y0210,Welding assy power battery body,1,3,Y02100070,
5133992Y0210,Front cover plate power battery box,1,4,Y02100070,
S14604001,Hexagon head bolt spring washer and plain washer assy,12,5,Y02100070,
5606600Y0210,Bobes recess flange screw with black nickel plating M6 1.0 ,6,6,Y02100070,
S18510001,Hexagon bolt with flange,4,7,Y02100070,
5301710Y0210,Cross beam body assy dashboard,1,1,Y02100071,
5301710Y0211,Cross beam body assy dashboard,1,1,Y02100071,
S18608009,Hexagon bolt with flange,4,2,Y02100071,
S18606003,Hexagon bolt with flange,2,3,Y02100071,
S32006003,hexagon nut with flange,2,4,Y02100071,
5109101Y0210,Carpet body,1,1,Y02100072,
5109103-Y01,Trunk cover plate,1,2,Y02100072,
5109104-Y01,Cushion block trunk cover plate,4,3,Y02100072,
5109109-Y01,Cushion block 2 trunk cover plate,2,4,Y02100072,
5109105-Y01,Footrest pad,1,5,Y02100072,
ZH830,Snap fastener (Small head),2,6,Y02100072,
Z058,Stud fastener,1,7,Y02100072,
5305011-Y01,Auxiliary dashboard body,1,1,Y02100073,
5305016-Y01,Lower front cover plate auxiliary dashboard body,1,2,Y02100073,
5305017-Y01D,Auxiliary dashboard panel,1,3,Y02100073,
5305019-Y01,Rear cover plate auxiliary dashboard body,1,4,Y02100073,
S27342003,Cross recessed large half round head tapping screw 4.2   13,6,5,Y02100073,
5305020-Y01,Handrail framework assy,1,6,Y02100073,
5305028-Y01D,Left trim panel handrail,1,7,Y02100073,
5305029-Y01D,Right trim panel handrail,1,8,Y02100073,
5305027-Y01,Bottom cover plate handrail,1,9,Y02100073,
5305033-Y01,Male fastener handrail lock mechanism,1,10,Y02100073,
S18606003,Hexagon bolt with flange,6,11,Y02100073,
5305012-Y01,Screw cap,4,12,Y02100073,
5305032-Y01,Female fastener handrail lock mechanism,1,1,Y02100074,
Z056,Cushion,2,2,Y02100074,
5305013Y0220,Rubber pad 1,1,3,Y02100074,
5305014Y0220,Rubber pad 2,1,4,Y02100074,
5305015Y0220,Rubber pad 3,1,5,Y02100074,
5305031-Y01,Handrail hinge,1,6,Y02100074,
S27348002,Cross recessed large round head tapping screw 4.8 16,6,7,Y02100074,
Z024,Metal expansion nut,3,8,Y02100074,
5306151-Y01D,Instrument mask,1,1,Y02100075,
5306139-Y01,Right air vent,1,2,Y02100075,
S27342004,Cross-recessed half-round large head self-tapping screw,3,3,Y02100075,
ZH2204-6,Leaf spring nut B type,2,4,Y02100075,
ZH680,Metal V-fastener,7,5,Y02100075,
S27342003,Cross recessed large half round head tapping screw 4.2   13,6,6,Y02100075,
5306161-Y01,Control panel A/C remote control,1,7,Y02100075,
5306200Y0205D,Center air outlet assy,1,8,Y02100075,
5306100Y0210,Upper body welding assy dashboard,1,1,Y02100076,
ZH680,Metal V-fastener,9,2,Y02100076,
ZH2204-16,A-type reed nut,3,3,Y02100076,
5306121-Y01,Left defroster air vent,1,4,Y02100076,
5306123-Y01,Left defroster air deflector,1,5,Y02100076,
6102051-Y01,Dustproof sponge,1,6,Y02100076,
S27342003,Cross recessed large half round head tapping screw 4.2   13,2,7,Y02100076,
5306122-Y01,Right defroster air vent,1,8,Y02100076,
5306124-Y01,Right defroster air deflector,1,9,Y02100076,
6102051-Y01,Dustproof sponge,1,10,Y02100076,
S27342003,Cross recessed large half round head tapping screw 4.2   13,2,11,Y02100076,
5306134-Y01,Storage box dashboard,1,12,Y02100076,
S27342003,Cross recessed large half round head tapping screw 4.2   13,5,13,Y02100076,
S27342003,Cross recessed large half round head tapping screw 4.2   13,6,14,Y02100076,
S27348002,Cross recessed large round head tapping screw 4.8 16,3,15,Y02100076,
S18606003,Hexagon bolt with flange,3,16,Y02100076,
5306133-Y01,Lower body dashboard,1,1,Y02100077,
5306102-Y01,Speaker cover,2,2,Y02100077,
ZH2204-16,A-type reed nut,10,3,Y02100077,
Z024,Metal expansion nut,4,4,Y02100077,
S18606003,Hexagon bolt with flange,5,5,Y02100077,
3774011Y0210,Steering shield-upper,1,1,Y02100078,
3774013Y0210,Steering shield-lower,1,2,Y02100078,
S27342003,Cross recessed large half round head tapping screw 4.2   13,1,3,Y02100078,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,3,4,Y02100078,
5402031-Y01,Upper guard panel left inner A-pillar side wall,1,1,Y02100079,
ZH1255,D-shaped buckle,51,2,Y02100079,
ZH1210,Plastic nut seat,25,3,Y02100079,
S27348002,Cross recessed large round head tapping screw 4.8 16,25,4,Y02100079,
5402041-Y01,Upper guard panel right inner A-column side wall,1,5,Y02100079,
5402131-Y01,Guard panel front inner window trim side wall,1,6,Y02100079,
5402051-Y01,Lower guard panel left inner A-columnside wall,1,7,Y02100079,
5402053-Y01,Lower repair opening cap left A-column,1,8,Y02100079,
5402061-Y01,Lower guard panel right inner A-columnside wall,1,9,Y02100079,
5402063-Y01,Lower repair opening cap right A-column,1,10,Y02100079,
5402011-Y01,Guard panel inside front left wall side wall,1,11,Y02100079,
S32006003,hexagon nut with flange,2,12,Y02100079,
5402021Y0210,Guard panel inside front right wall side wall,1,13,Y02100079,
ZH1506,Plastic V-fastener,2,14,Y02100079,
S32006003,hexagon nut with flange,2,15,Y02100079,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,1,16,Y02100079,
S27342003,Cross recessed large half round head tapping screw 4.2   13,1,17,Y02100079,
5402111-Y01,Trim strip inside left doorsill side wall,1,18,Y02100079,
5402121-Y01,Trim strip inside right doorsill side wall,1,19,Y02100079,
5402071-Y01,Guard panel inside rear left wall side wall,1,20,Y02100079,
5402081-Y01,Guard panel inside rear right wall side wall,1,21,Y02100079,
5402141-Y01,Guard panel inside rear doorsill,1,22,Y02100079,
5402091-Y01,Inside rear left lower guard panel side wall,1,23,Y02100079,
5402101-Y01,Inside rear right lower guard panel side wall,1,24,Y02100079,
5402128-Y01,Left service opening cover plate,1,25,Y02100079,
5402129-Y01,Right service opening cover plate,1,26,Y02100079,
5402133-Y01,Left footrest,1,27,Y02100079,
S18606003,Hexagon bolt with flange,3,28,Y02100079,
5402147-Y01,Screw cap,3,29,Y02100079,
5703011-Y01,Roof ceiling interior,1,1,Y02100080,
ZH1610,Roof ceiling buckle,13,2,Y02100080,
ZH1210,Plastic nut seat,6,3,Y02100080,
S27348002,Cross recessed large round head tapping screw 4.8 16,6,4,Y02100080,
5703021-Y01,Service opening cap left hinge tailgate,1,5,Y02100080,
5703022-Y01,Service opening cap right hinge tailgate,1,6,Y02100080,
6102011Y0210,Left door inner panel,1,1,Y02100081,
6102051-Y01,Dustproof sponge,2,2,Y02100081,
6102032-Y01,Mounting plate left pull strap,1,3,Y02100081,
S27342003,Cross recessed large half round head tapping screw 4.2   13,4,4,Y02100081,
6102033-Y01,Leather pull strap door,1,5,Y02100081,
ZH1255,D-shaped buckle,11,6,Y02100081,
S27348002,Cross recessed large round head tapping screw 4.8 16,5,7,Y02100081,
S27348004,Cross-recessed half-round large head self-tapping screw,1,8,Y02100081,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,1,9,Y02100081,
S18606002,Hexagon bolt with flange M6,1,10,Y02100081,
6102031-Y01D,Intermediate left trim panel,1,11,Y02100081,
ZH680,Metal V-fastener,7,12,Y02100081,
ZH850,C-shaped buckle,2,13,Y02100081,
6102072Y0210,Inner trim panel front left guide rail,1,14,Y02100081,
6102021Y0210,right door Inner panel,1,1,Y02100082,
6102051-Y01,Dustproof sponge,2,2,Y02100082,
6102042-Y01,Mounting plate right pull strap,1,3,Y02100082,
S27342003,Cross recessed large half round head tapping screw 4.2   13,4,4,Y02100082,
6102033-Y01,Leather pull strap door,1,5,Y02100082,
ZH1255,D-shaped buckle,11,6,Y02100082,
S27348002,Cross recessed large round head tapping screw 4.8 16,5,7,Y02100082,
S27348004,Cross-recessed half-round large head self-tapping screw,1,8,Y02100082,
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,1,9,Y02100082,
S18606002,Hexagon bolt with flange M6,1,10,Y02100082,
6102041-Y01D,Intermediate right trim panel,1,11,Y02100082,
ZH680,Metal V-fastener,7,12,Y02100082,
ZH850,C-shaped buckle,2,13,Y02100082,
6102082Y0210,Right door front guide rail innter trim panel,1,14,Y02100082,
6102086-Y01,Trim cover upper hinge left door,1,1,Y02100083,
6102089-Y01,Trim cover upper hinge right door,1,2,Y02100083,
6102087-Y01,Trim cover lower hinge left door,1,3,Y02100083,
6102088-Y01,Trim cover lower hinge right door,1,4,Y02100083,
ZH850,C-shaped buckle,8,5,Y02100083,
6302011-Y01,Tailgate,1,1,Y02100084,
6302011Y0210,Tailgate,1,,Y02100084,
6302016-Y01,Trim panel lock cap,1,2,Y02100084,
ZH830,Snap fastener (Small head),4,3,Y02100084,
6302021-Y01,Tailgate glass support plate-left,1,4,Y02100084,
S27348003,Cross recessed large half-round head tapping screw,8,5,Y02100084,
6302022-Y01,Tailgate glass support plate-right,1,6,Y02100084,
6302015-Y01,Lock cap service opening,1,7,Y02100084,
6302017-Y01D,Upper plate spoiler shield,1,8,Y02100084,
ZH680,Metal V-fastener,2,9,Y02100084,
5306149Y0210,Double faced adhesive tape- (W10mm T0.5mm),2,10,Y02100084,
6302018-Y01D,Lower panel spoiler shield,1,11,Y02100084,
5306148Y0210,Double faced adhesive tape- (W10mm T0.8mm),2,12,Y02100084,
ZH680,Metal V-fastener,4,13,Y02100084,
5107001-Y01,Tailgate buffer block,2,14,Y02100084,
8200110-Y01,Rear carrier assy,1,1,Y02100085,
8200111-Y01,Rear carrier,1,2,Y02100085,
8200113-Y01,Base plate left hinge,1,3,Y02100085,
8200114-Y01,Inner plate left hinge,1,4,Y02100085,
8200115-Y01,Base plate right hinge,1,5,Y02100085,
8200116-Y01,Inner panel right hinge,1,6,Y02100085,
8200117-Y01,Limiting block rear carrier,2,7,Y02100085,
S27342004,Cross-recessed half-round large head self-tapping screw,4,8,Y02100085,
