codice,descrizione,quantita,id,esploso
5101803-Y01,Guarnizione pavimento posteriore sinistra,1,6,Y02300044
5101804-Y01,Guarnizione pavimento posteriore destra,1,7,Y02300044
5601130-Y01,Pannello interno posteriore,1,8,Y02300044
5101950Y0230,Guarnizione pavimento centrale sinistra,1,9,Y02300044
5101960Y0230,Guarnizione pavimento centrale destra,1,10,Y02300044
5101801-Y01,Piastra sigillante schienale sedile,1,11,Y02300044
5101751-Y01,Corpo vasca,1,12,Y02300044
5101753-Y01,Piastra sigillante vasca sinistra,1,13,Y02300044
5101745Y0230,Piastra sigillante vasca destra,1,14,Y02300044
5102630-Y01,Assieme trave rinforzo sedile anteriore,1,15,Y02300044
5102620Y0250,Assieme trave rinforzo sedile posteriore,1,16,Y02300044
5101331Y0230,Staffa anteriore montaggio cruscotto ausiliario,1,17,Y02300044
5101341Y0230,Staffa posteriore montaggio cruscotto ausiliario,1,18,Y02300044
5101759Y0230,Staffa montaggio freno a mano,1,19,Y02300044
5130100Y0250,Assieme longherone posteriore sinistro,1,1,Y02300045
5130200Y0250,Assieme longherone posteriore destro,1,2,Y02300045
5130710Y0240,Assieme trave scheletro pavimento posteriore,1,3,Y02300045
5130301Y0240,Longherone scheletro pavimento posteriore sinistro,1,4,Y02300045
5130401Y0240,Longherone scheletro pavimento posteriore destro,1,5,Y02300045
5130156Y0240,Piastra rinforzo longherone pavimento posteriore sinistro,1,6,Y02300045
5130256Y0240,Piastra rinforzo longherone pavimento posteriore destro,1,7,Y02300045
5301120Y0230,Staffa montaggio pedale acceleratore,1,8,Y02300045
5301400-Y01,Assieme copertura ruota anteriore destra,1,9,Y02300045
5301300-Y01,Assieme copertura ruota anteriore sinistra,1,10,Y02300045
5101739Y0230,Base montaggio piantone sterzo,1,11,Y02300045
5101731-Y01,Corpo pavimento centrale,1,12,Y02300045
5101480Y0240,Piastra esterna anteriore longherone destro,1,1,Y02300046
5101490Y0240,Piastra esterna anteriore longherone sinistro,1,2,Y02300046
5101573-Y01,Piastra interna rinforzo molla sospensione anteriore sinistra,1,3,Y02300046
5101311-Y01,Piastra superiore supporto molla sospensione anteriore sinistra,1,4,Y02300046
5101131Y0240,Piastra inferiore supporto molla sospensione anteriore sinistra,1,5,Y02300046
5101577Y0240,Piastra collegamento copertura ruota anteriore sinistra,1,6,Y02300046
5101710-Y01,Staffa faro II – sinistra,1,7,Y02300046
5101574-Y01,Piastra interna rinforzo molla sospensione anteriore destra,1,8,Y02300046
5101141Y0240,Piastra inferiore supporto molla sospensione anteriore destra,1,9,Y02300046
5101143Y0240,Piastra collegamento copertura ruota anteriore destra,1,10,Y02300046
5101720-Y01,Staffa faro II – destra,1,11,Y02300046
5101312-Y01,Piastra superiore supporto molla sospensione anteriore destra,1,12,Y02300046
5101933-Y01,Staffa tubo freno posteriore,2,13,Y02300046
5101470Y0230,Assieme longherone anteriore sinistro,1,1,Y02300047
5101390Y0230,Assieme longherone anteriore destro,1,2,Y02300047
5101820Y0240,Assieme trave inferiore presa di ricarica,1,3,Y02300047
5101830Y0240,Assieme trave superiore presa di ricarica,1,4,Y02300047
5101291Y0240,Staffa montaggio protezione anteriore destra,1,5,Y02300047
5101283Y0240,Staffa montaggio protezione anteriore sinistra,1,6,Y02300047
5101287Y0240,Piastra collegamento protezione anteriore sinistra,1,7,Y02300047
5101297Y0240,Piastra collegamento protezione anteriore destra,1,8,Y02300047
5301110Y0240,Assieme corpo parete anteriore,1,9,Y02300047
5301151-Y01,Piastra montaggio pompa freno,1,10,Y02300047
5301165Y0230,Assieme staffa piccola climatizzatore,1,11,Y02300047
5301153Y0250,Piastra di rinforzo superiore sinistra paratia anteriore assieme,1,12,Y02300047
5101174-Y01,Piastra di chiusura traversa inferiore pianale centrale,1,1,Y02300048
5101178Y0240,Piastra di rinforzo longherone centrale sinistro,1,2,Y02300048
5101278Y0240,Piastra di rinforzo longherone centrale destro,1,3,Y02300048
5101650Y0240,Assieme longherone inferiore sinistro pianale centrale,2,4,Y02300048
5103760Y0240,Assieme traversa posteriore pianale centrale,1,5,Y02300048
5101770Y0240,Assieme traversa inferiore pianale centrale,1,6,Y02300048
5101910Y0240,Assieme basamento fissaggio braccio oscillante posteriore sinistro,1,7,Y02300048
5101920Y0240,Assieme basamento fissaggio braccio oscillante posteriore destro,1,8,Y02300048
5101981Y0240,Assieme giunto traversa sinistro,1,9,Y02300048
5101991Y0240,Assieme giunto traversa destro,1,10,Y02300048
5130128Y0240,Staffa tubo flessibile freno posteriore sinistra,2,11,Y02300048
5104760-Y01,Assieme traversa inferiore pianale centrale,1,12,Y02300048
5101175Y0230,Staffa fissaggio cavo freno di stazionamento,1,13,Y02300048
5301190Y0240,Assieme trave di rinforzo paratia anteriore,1,1,Y02300049
5301103Y0240,Assieme trave inferiore di rinforzo paratia anteriore,1,2,Y02300049
5301140Y0205,Assieme staffa fissaggio pedale freno,1,3,Y02300049
5301050Y0250,Assieme staffa fissaggio tergicristallo destro,1,4,Y02300049
5301510-Y01,Assieme supporto tergicristallo,1,5,Y02300049
5301530-Y01,Assieme trave superiore parabrezza,1,6,Y02300049
5301570Y0240,Assieme trave inferiore parabrezza,1,7,Y02300049
5301039-Y01,Piastra di rinforzo staffa superiore piantone sterzo,1,8,Y02300049
5301541-Y01,Assieme staffa superiore piantone sterzo,1,9,Y02300049
5301971Y0230,Assieme staffa fissaggio VCU,1,10,Y02300049
5101125Y0230,Assieme staffa fissaggio pannello protezione sottoscocca,2,11,Y02300049
5301710Y0211,Assieme trave corpo plancia strumenti,1,1,Y02300050
S18608009,Vite flangiata esagonale M8*16*P1.25 Dacromet argento classe 8.8,4,2,Y02300050
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,2,3,Y02300050
5133990Y0211,Assieme trave posteriore cassa batteria,1,1,Y02300051
S37110003,Dado rettangolare M10*1.25 Dacromet classe 10,2,2,Y02300051
S18510003,Vite flangiata esagonale M10*35*P1.25 Dacromet argento classe 10.9,12,3,Y02300051
5606600Y0230,Vite flangiata a impronta Bobes con nichel nero M6 1.0,6,4,Y02300051
5133812Y0250,Trave inferiore scheletro batteria,1,5,Y02300051
5133820Y0280,Assieme trave inferiore scheletro batteria,1,6,Y02300051
5133992Y0230B,Piastra copertura anteriore cassa batteria di trazione,1,7,Y02300051
S14604001,Vite esagonale con rondella elastica e piana assieme M4*16*P0.7 classe 8.8,12,8,Y02300051
5133990Y0211,Assieme trave posteriore cassa batteria,1,1,Y02300052
S37110003,Dado rettangolare M10*1.25 Dacromet classe 10,2,2,Y02300052
S18510003,Vite flangiata esagonale M10*35*P1.25 Dacromet argento classe 10.9,12,3,Y02300052
5606600Y0230,Vite flangiata a impronta Bobes con nichel nero M6 1.0,6,4,Y02300052
5133812Y0250,Trave inferiore scheletro batteria,1,5,Y02300052
5133820Y0250,Assieme trave inferiore scheletro batteria,1,6,Y02300052
5133992Y0230B,Piastra copertura anteriore cassa batteria di trazione,1,7,Y02300052
S14604001,Vite esagonale con rondella elastica e piana assieme M4*16*P0.7 classe 8.8,12,8,Y02300052
8200111-Y01,Portapacchi posteriore,1,1,Y02300053
8200113-Y01,Piastra base cerniera sinistra,1,2,Y02300053
8200114-Y01,Piastra interna cerniera sinistra,1,3,Y02300053
8200115-Y01,Piastra base cerniera destra,1,4,Y02300053
8200116-Y01,Pannello interno cerniera destra,1,5,Y02300053
8200117-Y01,Blocco di fine corsa portapacchi posteriore,2,6,Y02300053
S27342004,Vite autofilettante a croce testa semitonda grande ST4.2*9.5 zincata nera,4,7,Y02300053
5109105-Y01B,Tappetino poggiapiedi,1,8,Y02300053
B5305040Y0230,Assieme bracciolo,1,9,Y02300053
5305065Y0230,Tampone in gomma,1,10,Y02300053
5305064Y0230D,Pannello rivestimento sinistro bracciolo,1,11,Y02300053
5305066Y0230D,Pannello rivestimento destro bracciolo,1,12,Y02300053
5306020,Assieme corpo superiore plancia strumenti,1,1,Y02300054
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,9,2,Y02300054
6102051-Y01,Spugna antipolvere,1,3,Y02300054
5306134Y0240,Vano portaoggetti plancia strumenti,1,4,Y02300054
ZH680,Fissatore metallico a V,9,5,Y02300054
ZH2204-16,Dado a lamella tipo A,3,6,Y02300054
5306121-Y01,Bocchetta aria sbrinatore sinistra,1,7,Y02300054
5306123-Y01,Deflettore aria sbrinatore sinistro,1,8,Y02300054
6102051-Y01,Spugna antipolvere,1,9,Y02300054
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,4,10,Y02300054
5306122-Y01,Bocchetta aria sbrinatore destra,1,11,Y02300054
5306124-Y01,Deflettore aria sbrinatore destro,1,12,Y02300054
5306161-Y01,Cornice pannello comando climatizzatore,1,13,Y02300054
S27342004,Vite autofilettante a croce testa semitonda grande ST4.2*9.5 zincata nera,5,14,Y02300054
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,3,15,Y02300054
5306140-Y01,Assieme bocchetta aria destra,1,1,Y02300055
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,6,2,Y02300055
5306200Y0205D,Assieme bocchetta aria centrale,1,3,Y02300055
5306151Y0240D,Mascherina quadro strumenti,1,4,Y02300055
ZH2204-6,Dado a lamella tipo B,2,5,Y02300055
ZH680,Fissatore metallico a V,7,6,Y02300055
5306040Y0230,Assieme corpo inferiore plancia strumenti,1,1,Y02300056
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,5,2,Y02300056
5306208Y0230,Imbottitura frontale quadro strumenti,3,3,Y02300056
3774011Y0230,Carter superiore piantone sterzo,1,1,Y02300057
3774013Y0230,Carter inferiore piantone sterzo,1,2,Y02300057
S27342003,Vite autofilettante a croce testa semitonda grande ST4.2*13 zinco-nichel nero,1,3,Y02300057
S23006002,Vite a croce testa cilindrica con rondella piana assieme M6*16*P1 Dacromet nero classe 8.8,3,4,Y02300057
5402031-Y01,Pannello superiore protezione interno montante A sinistro,1,1,Y02300058
5402041-Y01,Pannello superiore protezione interno montante A destro,1,2,Y02300058
5402131-Y01,Pannello protezione interno cornice finestrino anteriore,1,3,Y02300058
5402051-Y01,Pannello inferiore protezione interno montante A sinistro,1,4,Y02300058
5402053-Y01,Coperchio apertura riparazione inferiore montante A sinistro,1,5,Y02300058
5402061-Y01,Pannello inferiore protezione interno montante A destro,1,6,Y02300058
5402063-Y01,Coperchio apertura riparazione inferiore montante A destro,1,7,Y02300058
5402011Y0230,Pannello protezione interno anteriore sinistro,1,8,Y02300058
5402021Y0230,Pannello protezione interno anteriore destro,1,9,Y02300058
ZH1210,Sede dado plastica,25,10,Y02300058
S32006003,Dado flangiato esagonale M6*P1 zinco-nichel nero classe 8,2,11,Y02300058
S23006002,Vite a croce testa cilindrica con rondella piana assieme M6*16*P1 Dacromet nero classe 8.8,2,12,Y02300058
ZH1255,Fermaglio a D,50,13,Y02300058
ZH1506,Fissatore plastico a V,2,14,Y02300058
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,26,15,Y02300058
5402111-Y01,Modanatura interna battitacco sinistro,1,1,Y02300059
5402121-Y01,Modanatura interna battitacco destro,1,2,Y02300059
5402071-Y01,Pannello protezione interno posteriore sinistro,1,3,Y02300059
5402081-Y01,Pannello protezione interno posteriore destro,1,4,Y02300059
5402141-Y01,Pannello protezione interno battitacco posteriore,1,5,Y02300059
5402091-Y01,Pannello inferiore protezione interno posteriore sinistro,1,6,Y02300059
5402101-Y01,Pannello inferiore protezione interno posteriore destro,1,7,Y02300059
5402128-Y01,Coperchio apertura servizio sinistro,1,8,Y02300059
5402129-Y01,Coperchio apertura servizio destro,1,9,Y02300059
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,26,10,Y02300059
ZH1210,Sede dado plastica,25,11,Y02300059
ZH1255,Fermaglio a D,50,12,Y02300059
5703011Y0240,Rivestimento interno cielo tetto,1,1,Y02300060
ZH1610,Fermaglio cielo tetto,13,2,Y02300060
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,6,3,Y02300060
5703021Y0240,Coperchio apertura servizio cerniera sinistra portellone,1,4,Y02300060
5703022Y0240,Coperchio apertura servizio cerniera destra portellone,1,5,Y02300060
ZH1210,Sede dado plastica,6,6,Y02300060
6102011Y0230,Pannello interno porta sinistra,1,1,Y02300061
6102032-Y01,Piastra fissaggio cinghia di trazione sinistra,1,2,Y02300061
S27342003,Vite autofilettante a croce testa semitonda grande ST4.2*13 zinco-nichel nero,2,3,Y02300061
6102033-Y01,Cinghia in pelle porta,1,4,Y02300061
ZH1255,Fermaglio a D,11,5,Y02300061
6102031Y0240D,Pannello rivestimento intermedio sinistro,1,6,Y02300061
ZH680,Fissatore metallico a V,11,7,Y02300061
6102072Y0230,Pannello rivestimento interno guida anteriore sinistra,1,8,Y02300061
6102086-Y01,Copertura cerniera superiore porta sinistra,1,9,Y02300061
6102087-Y01,Copertura cerniera inferiore porta sinistra,1,10,Y02300061
ZH850,Fermaglio a C,6,11,Y02300061
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,5,12,Y02300061
S27348004,Vite autofilettante a croce testa semitonda grande ST4.8*13 zinco-nichel nero,1,13,Y02300061
S23006002,Vite a croce testa cilindrica con rondella piana assieme M6*16*P1 Dacromet nero classe 8.8,1,14,Y02300061
6102051-Y01,Spugna antipolvere,1,15,Y02300061
S21406001,Vite a croce testa cilindrica M6*25*P1 zinco nero classe 4.8,1,16,Y02300061
6102021Y0260,Pannello interno porta destra,1,1,Y02300062
6102042-Y01,Piastra fissaggio cinghia di trazione destra,1,2,Y02300062
S27342003,Vite autofilettante a croce testa semitonda grande ST4.2*13 zinco-nichel nero,2,3,Y02300062
6102033-Y01,Cinghia in pelle porta,1,4,Y02300062
ZH1255,Fermaglio a D,11,5,Y02300062
6102041Y0240D,Pannello rivestimento intermedio destro,1,6,Y02300062
ZH680,Fissatore metallico a V,11,7,Y02300062
6102082Y0230,Pannello rivestimento interno guida anteriore destra porta,1,8,Y02300062
6102089-Y01,Copertura cerniera superiore porta destra,1,9,Y02300062
6102088-Y01,Copertura cerniera inferiore porta destra,1,10,Y02300062
ZH850,Fermaglio a C,6,11,Y02300062
S27348002,Viti autofilettanti a croce testa semitonda grande ST4.8*16 zincate nere,5,12,Y02300062
S27348004,Vite autofilettante a croce testa semitonda larga ST4.8*13 zincatura nero?nichel,1,13,Y02300062
S23006002,Vite a croce testa cilindrica con rondella piana assieme M6*16*P1 Dacromet nero classe 8.8,1,14,Y02300062
6102051-Y01,Spugna antipolvere,1,15,Y02300062
S21406001,Vite a croce testa cilindrica M6*25*P1 zincatura nera classe 4.8,1,16,Y02300062
6102050Y0260,Gancio nascosto,1,17,Y02300062
6302011Y0250,Portellone,1,1,Y02300063
6302016Y0240,Copertura servizio,1,2,Y02300063
5109101Y0230,Corpo tappeto,1,1,Y02300064
5109150Y0230,Pannello di ispezione,1,2,Y02300064
Z058,Fermaglio a perno,1,3,Y02300064
ZH830,Fermaglio a scatto (testa piccola),2,4,Y02300064
5109103Y0230,Piastra copertura bagagliaio,1,5,Y02300064
5606600Y0230,Vite flangiata recess Bobes M6 1.0 nichel nero,4,6,Y02300064
5305010Y0230,Assieme corpo cruscotto ausiliario,1,1,Y02300065
5305016Y0230,Assieme rivestimento inferiore cruscotto ausiliario,1,2,Y02300065
S27342003,Vite autofilettante testa semitonda larga ST4.2*13 zinco?nichel nero,2,3,Y02300065
5305012-Y01,Cappuccio vite,2,4,Y02300065
5305013Y0230,Tappetino portabicchiere,1,5,Y02300065
5305014Y0230,Tappetino vano portaoggetti centrale,1,6,Y02300065
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,7,7,Y02300065
5305017Y0230D,Pannello verniciato cruscotto ausiliario,1,8,Y02300065
3102111Y0240,Parafango anteriore sinistro,1,1,Y02300066
3102112Y0240,Parafango anteriore destro,1,2,Y02300066
3102113Y0240,Parafango posteriore sinistro,1,3,Y02300066
3102117Y0240,Pannello laterale posteriore sinistro,1,4,Y02300066
3102114Y0240,Parafango posteriore destro,1,5,Y02300066
3102118Y0240,Pannello laterale posteriore destro,1,6,Y02300066
Z058,Fermaglio a perno,16,7,Y02300066
ZH830,Fermaglio a scatto (testa piccola),6,8,Y02300066
ZH890,Fermaglio a scatto (testa grande),18,9,Y02300066
S22148002,Vite autofilettante testa esagonale con rondella larga ST5*20 zincatura nero?nichel,18,10,Y02300066
5603100Y0250,Assieme vetro lunotto posteriore,1,1,Y02300067
5206010Y0240,Vetro parabrezza anteriore,1,1,Y02300068
5206011Y0230,Guarnizione parabrezza anteriore,1,2,Y02300068
5107103Y0230,Protezione inferiore,1,1,Y02300069
Z058,Fermaglio a perno,16,2,Y02300069
3100104-Y01,Copricerchio,4,3,Y02300069
3100120Y0230,Assieme copricerchio ruota acciaio,4,4,Y02300069
2804901Y0230,Blocco guida commutazione,2,5,Y02300069
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,4,6,Y02300069
5400100Y0240D,Assieme pannello rifinitura superiore sinistra,1,1,Y02300070
5400300Y0240D,Assieme pannello rifinitura superiore posteriore sinistra,1,2,Y02300070
5400500Y0260D,Assieme rifinitura piccola lato sinistro,1,3,Y02300070
5400777-Y01,Fermaglio,4,4,Y02300070
ZH680,Fissatore metallico a V,3,5,Y02300070
5400101-Y01D,Piastra ruota posteriore sinistra,1,6,Y02300070
Q221B4213F71,Vite testa cilindrica + rondella piana,4,7,Y02300070
5400773-Y01D,Soglia inferiore sinistra,1,8,Y02300070
ZH1210,Sede dado plastica,12,9,Y02300070
S27348003,Viti autofilettanti testa semitonda larga ST4.8*16 zinco?nichel nero,12,10,Y02300070
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,4,11,Y02300070
ZH1255,Fermaglio a D,16,12,Y02300070
5400315Y0230,Fermaglio a D lungo,2,13,Y02300070
6102051-Y01,Spugna antipolvere,1,14,Y02300070
5400324Y0230,Tappetino spugna impermeabile,1,15,Y02300070
S22148002,Vite testa cilindrica + rondella piana ST4.8*16 zincatura nero?nichel,1,16,Y02300070
ZH830,Fermaglio a scatto (testa piccola),2,17,Y02300070
ZH2204-16,Dado a lamella tipo A,1,18,Y02300070
S99006161,Vite testa cilindrica interna + rondella plastica M6*16*P1 zincatura nero?nichel,4,19,Y02300070
5400783-Y01D,Soglia inferiore destra,1,1,Y02300071
S22148002,Vite testa cilindrica + rondella piana ST4.8*16 zincatura nero?nichel,1,2,Y02300071
5400200Y0240D,Assieme pannello rifinitura superiore anteriore destro,1,3,Y02300071
5400400Y0240D,Assieme pannello rifinitura superiore posteriore destro,1,4,Y02300071
5400600Y0260D,Assieme rifinitura piccola lato destro,1,5,Y02300071
Q221B4213F71,Vite testa cilindrica + rondella piana,4,6,Y02300071
ZH680,Fissatore metallico a V,3,7,Y02300071
5400201-Y01D,Piastra ruota posteriore destra,1,8,Y02300071
ZH1255,Fermaglio a D,17,9,Y02300071
ZH1210,Sede dado plastica,12,10,Y02300071
S27348003,Viti autofilettanti testa semitonda larga ST4.8*16 zinco?nichel nero,12,11,Y02300071
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,4,12,Y02300071
6102051-Y01,Spugna antipolvere,1,13,Y02300071
5400315Y0230,Fermaglio a D lungo,2,14,Y02300071
5400324Y0230,Tappetino spugna impermeabile,1,15,Y02300071
5400777-Y01,Fermaglio,4,16,Y02300071
S99006161,Vite testa cilindrica interna + rondella plastica M6*16*P1 zincatura nero?nichel,4,17,Y02300071
ZH830,Fermaglio a scatto (testa piccola),2,18,Y02300071
ZH2204-16,Dado a lamella tipo A,1,19,Y02300071
5702110Y0240D,Assieme copertura tetto,1,1,Y02300072
5702301Y0240,Bullone F copertura tetto,6,2,Y02300072
ZH1255,Fermaglio a D,2,3,Y02300072
5702018Y0240,Guarnizione impermeabile copertura tetto,10,4,Y02300072
S32006003,Dado flangiato esagonale M6*P1 zinco?nichel nero classe 8,10,5,Y02300072
6102071Y0230,Pannello rifinitura finestrino anteriore porta sinistra,1,1,Y02300073
6102077-Y01D,Pannello inferiore porta sinistra,1,2,Y02300073
6102500Y0240D,Pannello esterno porta sinistra,1,3,Y02300073
ZH1255,Fermaglio a D,7,4,Y02300073
6102073Y0240D,Pannello superiore porta sinistra,1,5,Y02300073
6102057Y0260,Fissatore metallico a V,13,6,Y02300073
6102079Y0240,Piastra montaggio interruttore PE,1,7,Y02300073
ZH2204-16,Dado a lamella tipo A,6,8,Y02300073
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,14,9,Y02300073
S27342004,Vite autofilettante testa semitonda larga ST4.2*9.5 zincata nera,6,10,Y02300073
S32006003,Dado flangiato esagonale M6*P1 zinco?nichel nero classe 8,6,11,Y02300073
S27342003,Vite autofilettante testa semitonda larga ST4.2*13 zinco?nichel nero,8,12,Y02300073
5306148Y0230,Nastro biadesivo (larghezza 10mm spessore 0.8mm), ,13,Y02300073
6102052Y0240,Bullone montaggio pannello esterno porta,3,14,Y02300073
6102507Y0240,Spugna antipolvere,1,15,Y02300073
6102055Y0240,Dado a lamella tipo A - ST4.2,1,16,Y02300073
6102509Y0240,Feltro 100×20×0.7,1,17,Y02300073
6102081Y0230,Pannello rifinitura finestrino anteriore porta destra,1,1,Y02300074
6102600Y0240D,Pannello esterno porta destra,1,2,Y02300074
ZH1255,Fermaglio a D,7,3,Y02300074
ZH2204-16,Dado a lamella tipo A,6,4,Y02300074
6102078-Y01D,Pannello inferiore porta destra,1,5,Y02300074
6102074Y0240D,Pannello superiore porta destra,1,6,Y02300074
6102057Y0260,Fissatore metallico a V,13,7,Y02300074
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,14,8,Y02300074
S27342004,Vite autofilettante testa semitonda larga ST4.2*9.5 zincata nera,6,9,Y02300074
S32006003,Dado flangiato esagonale M6*P1 zinco?nichel nero classe 8,6,10,Y02300074
S27342003,Vite autofilettante testa semitonda larga ST4.2*13 zinco?nichel nero,8,11,Y02300074
5306148Y0230,Nastro biadesivo (larghezza 10mm spessore 0.8mm), ,12,Y02300074
6102052Y0240,Bullone montaggio pannello esterno porta,3,13,Y02300074
6102507Y0240,Spugna antipolvere,1,14,Y02300074
6102055Y0240,Dado a lamella tipo A - ST4.2,1,15,Y02300074
6102509Y0240,Feltro 100×20×0.7,1,16,Y02300074
5306158Y0230,Logo PRO,1,1,Y02300075
5306156-Y01,Logo X,1,2,Y02300075
5306157-Y01,Logo YOYO,1,3,Y02300075
5306010Y0220,Logo XEV,1,4,Y02300075
5302100Y0240,Assieme copertura tergicristallo anteriore,1,1,Y02300076
5302102Y0240,Copertura bocchettone liquido lavavetri (I),1,2,Y02300076
5302200Y0240,Assieme vasca flusso anteriore,1,3,Y02300076
S27348003,Viti autofilettanti testa semitonda larga ST4.8*16 zinco?nichel nero,6,4,Y02300076
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,8,5,Y02300076
5302700Y0230D,Pannello rifinitura superiore faro sinistro,1,6,Y02300076
5302800Y0230D,Pannello rifinitura superiore faro destro,1,7,Y02300076
ZH830,Fermaglio a scatto (testa piccola),2,8,Y02300076
8200105Y0230,Tubo troppo pieno anteriore,1,9,Y02300076
S67325001,Fascetta a vite tipo C Ø16–25,1,10,Y02300076
8200151Y0230,Pedana di benvenuto sinistra,1,1,Y02300077
8200152Y0230,Pedana di benvenuto destra,1,2,Y02300077
5704100Y0240,Assieme vetro tetto sinistro,1,1,Y02300078
5701211Y0230,Guarnizione vetro tetto sinistra,1,2,Y02300078
5704200Y0240,Assieme vetro tetto destro,1,3,Y02300078
5701212Y0230,Guarnizione vetro tetto destra,1,4,Y02300078
8402110Y0240D,Assieme cofano anteriore saldato,1,1,Y02300079
8402505Y0230,Manopola cofano anteriore sinistra,1,2,Y02300079
8402506Y0230,Manopola cofano anteriore destra,1,3,Y02300079
8402507Y0230,Base clip metallica cofano anteriore,2,4,Y02300079
S27348003,Viti autofilettanti testa semitonda larga ST4.8*16 zinco?nichel nero,2,5,Y02300079
S27348004,Vite autofilettante testa semitonda larga ST4.8*13 zinco?nichel nero,2,6,Y02300079
8403101Y0240D,Parafango sinistro,1,1,Y02300080
8403107Y0240,Sede dado plastica,10,2,Y02300080
ZH2204-16,Dado a lamella tipo A,8,3,Y02300080
8403105Y0240,Staffa parafango sinistro,1,4,Y02300080
8403102-Y01,Pannello inferiore finestrino triangolare sinistro,1,5,Y02300080
8403201Y0240D,Parafango destro,1,6,Y02300080
8403205Y0240,Staffa parafango destro,1,7,Y02300080
8403202-Y01,Pannello inferiore finestrino triangolare destro,1,8,Y02300080
5306148Y0230,Nastro biadesivo (larghezza 10mm spessore 0.8mm), ,9,Y02300080
S22148002,Vite testa cilindrica + rondella piana ST4.8*16 zinco?nichel nero,20,10,Y02300080
ZH1255,Fermaglio a D,2,11,Y02300080
8403109Y0240,Fermaglio a fungo (L25 W20 T5.5),6,12,Y02300080
2803013Y0240,Staffa montaggio paraurti anteriore sinistra,1,1,Y02300081
2803014Y0240,Staffa montaggio paraurti anteriore destra,1,2,Y02300081
2803002Y0230D-KIT,Kit servizio paraurti anteriore,1,3,Y02300081
2803009-Y01D,Pannello inferiore rifinitura paraurti anteriore,1,4,Y02300081
2803007-Y01D,Pannello superiore rifinitura paraurti anteriore,1,5,Y02300081
2803003-Y01D,Pannello centrale rifinitura paraurti anteriore,1,6,Y02300081
2803005-Y01D,Modanatura paraurti anteriore,1,7,Y02300081
2803011-Y01D,Pannello inferiore rifinitura faro anteriore sinistro,1,8,Y02300081
2803012-Y01D,Pannello inferiore rifinitura faro anteriore destro,1,9,Y02300081
5302031Y0230,Base presa di ricarica anteriore,1,10,Y02300081
5302032Y0230,Pannello interno copertura presa di ricarica anteriore,1,11,Y02300081
5302033Y0230,Perni copertura presa di ricarica anteriore,1,12,Y02300081
5302034Y0230,Molla copertura presa di ricarica anteriore,1,13,Y02300081
Z056,Tampone,3,14,Y02300081
5302011Y0230D,Copertura presa di ricarica anteriore,1,15,Y02300081
S27348003,Viti autofilettanti testa semitonda larga ST4.8*16 zinco?nichel nero,2,16,Y02300081
S18606003,Viti flangiate esagonali M6*16*P1 Dacromet nero classe 8.8,11,17,Y02300081
ZH2204-16,Dado a lamella tipo A,6,18,Y02300081
2804100Y0250D,Assieme corpo paraurti posteriore,1,1,Y02300082
S22148002,Vite flangiata recess Bobes M6 1.0 nichel nero,2,2,Y02300082
ZH1210,Sede dado plastica,4,3,Y02300082
S27348003,Viti autofilettanti testa semitonda larga ST4.8*16 zinco?nichel nero,6,4,Y02300082
2804521Y0230D,Assieme saldatura porta scorrevole paraurti posteriore,1,5,Y02300082
2804530Y0230,Pannello interno porta scorrevole,1,6,Y02300082
2804201Y0240,Staffa montaggio paraurti posteriore sinistra,1,7,Y02300082
ZH2204-16,Dado a lamella tipo A,6,8,Y02300082
2804301Y0240,Staffa montaggio paraurti posteriore destra,1,9,Y02300082
S27342003,Vite autofilettante testa semitonda larga ST4.2*13 zinco?nichel nero,4,10,Y02300082
2804101Y0250D,Corpo paraurti posteriore,1,11,Y02300082
5107003-Y01,Tampone battuta porta laterale,4,12,Y02300082
2804102Y0250D,Piastra inferiore rifinitura paraurti posteriore,1,13,Y02300082
ZH2204-6,Dado a lamella tipo B,4,14,Y02300082
ZH830,Fermaglio a scatto (testa piccola),2,15,Y02300082
4133041Y0240,Catadiottro posteriore sinistro,1,16,Y02300082
4133042Y0240,Catadiottro posteriore destro,1,17,Y02300082
